dps,name,star,element,weapon,str,amulets,condition,comment,
5962,Aeleen,4*,wind,lance,3707,[Resounding_Rendition+Beautiful_Nothingness][Vayu][HDT2],<hp70>,,attack:1640,force_strike:252,skill_1:3098,skill_2:0,skill_3:971,team_buff:0
5224,_c_Aeleen,4*,wind,lance,3707,[Resounding_Rendition+Beautiful_Nothingness][Vayu][HDT2],!<hp70>,,attack:1437,force_strike:220,skill_1:2714,skill_2:0,skill_3:851,team_buff:0
10482,Alain,3*,flame,lance,3976,[Resounding_Rendition+Elegant_Escort][Sakuya][Agito],<hp70 & 0 resist>,87% burn uptime,attack:2653,force_strike:305,skill_1:4306,skill_2:1917,skill_3:0,team_buff:0,s1_burn:1300
6971,_c_Alain,3*,flame,lance,3976,[Resounding_Rendition+Elegant_Escort][Sakuya][Agito],!<hp70 & 0 resist>,,attack:2009,force_strike:232,skill_1:3286,skill_2:1442,skill_3:0,team_buff:0,s1_burn:0
12383,Albert,5*,light,sword,3739,[The_Shining_Overlord+Sisters_Day_Out][Corsaint_Phoenix][HDT2],<big hitbox & 0 resist>,66% paralysis uptime,attack:1460,force_strike:1312,skill_1:2976,skill_2:0,skill_3:970,team_buff:0,fs_alt:694,s1_s2boost:2359,s1_hit2:169,s1_hit3:169,s1_hit4:169,s1_hit5:169,s1_hit6:169,fs_paralysis:1763
8870,_c_Albert,5*,light,sword,3739,[The_Shining_Overlord+Sisters_Day_Out][Corsaint_Phoenix][HDT2],!<big hitbox & 0 resist>,,attack:1240,force_strike:1185,skill_1:2606,skill_2:0,skill_3:859,team_buff:0,fs_alt:588,s1_s2boost:1966,s1_hit2:141,s1_hit3:141,s1_hit4:141,fs_paralysis:0
9773,Alex,4*,shadow,dagger,3580,[Twinfold_Bonds+The_Plaguebringer][Fatalis][HDT2],<no shapeshift & hp100 & hit15 & 0 resist>,not consider bk boost of her s2; 87% poison uptime,attack:2884,force_strike:167,skill_1:3361,skill_2:919,skill_3:1312,team_buff:403,s1_poison:725
4684,_c_Alex,4*,shadow,dagger,3580,[Twinfold_Bonds+The_Plaguebringer][Fatalis][HDT2],!<no shapeshift & hp100 & hit15 & 0 resist>,not consider bk boost of her s2,attack:2455,force_strike:452,skill_1:905,skill_2:276,skill_3:395,team_buff:198,s1_poison:0
7895,Alfonse,5*,light,sword,3694,[The_Shining_Overlord+Beautiful_Nothingness][Cupid][HDT2],<last offense & hp70>,,attack:2398,force_strike:1092,skill_1:2217,skill_2:1463,skill_3:723,team_buff:0
6992,_c_Alfonse,5*,light,sword,3694,[The_Shining_Overlord+Beautiful_Nothingness][Cupid][HDT2],!<last offense & hp70>,,attack:2076,force_strike:952,skill_1:1998,skill_2:1284,skill_3:680,team_buff:0
10256,Althemia,3*,shadow,wand,3646,[Candy_Couriers+Primal_Crisis][Fatalis][HDT2],<no shapeshift & hp100 & hit15>,,attack:3106,force_strike:0,skill_1:3944,skill_2:1774,skill_3:1431,team_buff:0
5287,_c_Althemia,3*,shadow,wand,3646,[Candy_Couriers+Primal_Crisis][Fatalis][HDT2],!<no shapeshift & hp100 & hit15>,,attack:3028,force_strike:0,skill_1:1358,skill_2:407,skill_3:492,team_buff:0
8479,Amane,4*,light,wand,3784,[Candy_Couriers+Primal_Crisis][Daikokuten][HDT2],<hit15>,,attack:3333,force_strike:0,skill_1:3768,skill_2:0,skill_3:1378,team_buff:0
6325,_c_Amane,4*,light,wand,3784,[Candy_Couriers+Primal_Crisis][Daikokuten][HDT2],!<hit15>,,attack:2469,force_strike:0,skill_1:2856,skill_2:0,skill_3:999,team_buff:0
6532,Annelie,5*,light,lance,3799,[Resounding_Rendition+Beautiful_Nothingness][Cupid][HDT2],<energy & hp70>,1121,attack:2419,force_strike:0,skill_1:2466,skill_2:447,skill_3:982,team_buff:0,team_energy:55,s1_p1_energized:161
