6024,Aeleen,4*,wind,lance,3707,[Resounding_Rendition+Beautiful_Nothingness][Vayu][HDT2],<hp70>,,attack:1475,force_strike:231,skill_1:3118,skill_2:0,skill_3:1198,team_buff:0
5279,_c_Aeleen,4*,wind,lance,3707,[Resounding_Rendition+Beautiful_Nothingness][Vayu][HDT2],!<hp70>,,attack:1293,force_strike:203,skill_1:2732,skill_2:0,skill_3:1050,team_buff:0
10296,Alain,3*,flame,lance,3985,[Resounding_Rendition+Elegant_Escort][Konohana_Sakuya][Agito],<hp70 & 0 burn res>,71% burn uptime,attack:2322,force_strike:287,skill_1:4385,skill_2:2315,skill_3:0,team_buff:0,s1_burn:985
7391,_c_Alain,3*,flame,lance,3985,[Resounding_Rendition+Elegant_Escort][Konohana_Sakuya][Agito],!<hp70 & 0 burn res>,,attack:1826,force_strike:227,skill_1:3493,skill_2:1844,skill_3:0,team_buff:0
11043,Albert,5*,light,sword,3772,[The_Shining_Overlord+Sisters_Day_Out][Corsaint_Phoenix][HDT2],<big hitbox & 0 paralysis res>,47% paralysis uptime,attack:1366,force_strike:1250,skill_1:2913,skill_2:0,skill_3:1016,team_buff:0,fs_alt:617,s1_s2boost:2222,s1_hit2:159,s1_hit3:159,s1_hit4:159,s1_hit5:159,s1_hit6:159,fs_paralysis:859
9145,_c_Albert,5*,light,sword,3772,[The_Shining_Overlord+Sisters_Day_Out][Corsaint_Phoenix][HDT2],!<big hitbox & 0 paralysis res>,,attack:1212,force_strike:1195,skill_1:2751,skill_2:0,skill_3:922,team_buff:0,fs_alt:540,s1_s2boost:2075,s1_hit2:149,s1_hit3:149,s1_hit4:149
9889,Alex,4*,shadow,dagger,3580,[Twinfold_Bonds+The_Plaguebringer][Fatalis][HDT2],<hp100 & hit15 & 0 poison res>,not consider bk boost of her s2; 77% poison uptime,attack:2291,force_strike:317,skill_1:3297,skill_2:1417,skill_3:1572,team_buff:363,s1_poison:630
6353,_c_Alex,4*,shadow,dagger,3580,[Twinfold_Bonds+The_Plaguebringer][Fatalis][HDT2],!<hp100 & hit15 & 0 poison res>,not consider bk boost of her s2,attack:1795,force_strike:250,skill_1:2106,skill_2:868,skill_3:968,team_buff:363
8241,Alfonse,5*,light,sword,3726,[The_Shining_Overlord+Beautiful_Nothingness][Cupid][HDT2],<last offense & hp70>,,attack:2132,force_strike:972,skill_1:2410,skill_2:1587,skill_3:1139,team_buff:0
7578,_c_Alfonse,5*,light,sword,3726,[The_Shining_Overlord+Beautiful_Nothingness][Cupid][HDT2],!<last offense & hp70>,,attack:1949,force_strike:888,skill_1:2206,skill_2:1461,skill_3:1072,team_buff:0
9550,Althemia,3*,shadow,wand,3646,[Candy_Couriers+Primal_Crisis][Fatalis][HDT2],<hp100 & hit15>,,attack:2846,force_strike:0,skill_1:3579,skill_2:1609,skill_3:1514,team_buff:0
7055,_c_Althemia,3*,shadow,wand,3646,[Candy_Couriers+Primal_Crisis][Fatalis][HDT2],!<hp100 & hit15>,,attack:2408,force_strike:0,skill_1:2481,skill_2:1115,skill_3:1050,team_buff:0
8204,Amane,4*,light,wand,3817,[Candy_Couriers+Primal_Crisis][Daikokuten][HDT2],<hit15>,,attack:3120,force_strike:0,skill_1:3772,skill_2:0,skill_3:1312,team_buff:0
6002,_c_Amane,4*,light,wand,3817,[Candy_Couriers+Primal_Crisis][Daikokuten][HDT2],!<hit15>,,attack:2278,force_strike:0,skill_1:2773,skill_2:0,skill_3:951,team_buff:0
7156,Annelie,5*,light,lance,3831,[Resounding_Rendition+Beautiful_Nothingness][Cupid][HDT2],<energy & hp70>,1121,attack:2125,force_strike:0,skill_1:2908,skill_2:629,skill_3:1161,team_buff:0,team_energy:66,s1_p1_energized:56,s1_p2_energized:57,s1_p3_energized:150
4939,_c_Annelie,5*,light,lance,3831,[Resounding_Rendition+Beautiful_Nothingness][Cupid][HDT2],!<energy & hp70>,1121,attack:1778,force_strike:0,skill_1:1944,skill_2:442,skill_3:773,team_buff:0
11962,Aoi,3*,flame,blade,4195,[Resounding_Rendition+Elegant_Escort][Konohana_Sakuya][Agito],<hp70 & 0 burn res>,70% burn uptime,attack:3404,force_strike:0,skill_1:4961,skill_2:2456,skill_3:0,team_buff:0,s1_burn:746,s2_burn:394
8587,_c_Aoi,3*,flame,blade,4195,[Resounding_Rendition+Elegant_Escort][Konohana_Sakuya][Agito],!<hp70 & 0 burn res>,,attack:2683,force_strike:0,skill_1:3936,skill_2:1967,skill_3:0,team_buff:0
7337,Audric,4*,shadow,sword,3682,[The_Shining_Overlord+Beautiful_Nothingness][Shinobi][HDT2],<hp70>,,attack:1219,force_strike:561,skill_1:2968,skill_2:1370,skill_3:1216,team_buff:0
6772,_c_Audric,4*,shadow,sword,3682,[The_Shining_Overlord+Beautiful_Nothingness][Shinobi][HDT2],!<hp70>,,attack:1126,force_strike:517,skill_1:2740,skill_2:1265,skill_3:1123,team_buff:0
7759,Beautician_Zardin,5*,light,blade,3803,[Resounding_Rendition+Jewels_of_the_Sun][Cupid][HDT2],<energy & hp70>,no s2,attack:2578,force_strike:0,skill_1:3449,skill_2:0,skill_3:1299,team_buff:249,s3_energized:65,s1_energized:116
