-,60,_
4462,Pia,4*,wind,lance,3933,[Resounding_Rendition+Beautiful_Nothingness][Vayu],<energy & hp70>,,attack:1304,force_strike:145,skill_1:2150,skill_2:0,skill_3:786,team_buff:0,team_energy:75
4114,_c_Pia,4*,wind,lance,3933,[Resounding_Rendition+Beautiful_Nothingness][Vayu],!<energy & hp70>,,attack:1275,force_strike:0,skill_1:2161,skill_2:0,skill_3:677,team_buff:0
-,60,k
4908,Pia,4*,wind,lance,3933,[Resounding_Rendition+Beautiful_Nothingness][Vayu],<energy & hp70>,,attack:1434,force_strike:160,skill_1:2365,skill_2:0,skill_3:865,team_buff:0,team_energy:82
4525,_c_Pia,4*,wind,lance,3933,[Resounding_Rendition+Beautiful_Nothingness][Vayu],!<energy & hp70>,,attack:1402,force_strike:0,skill_1:2377,skill_2:0,skill_3:745,team_buff:0
-,60,r
4914,Pia,4*,wind,lance,3933,[Resounding_Rendition+Beautiful_Nothingness][Vayu],<energy & hp70>,,attack:1304,force_strike:145,skill_1:2473,skill_2:0,skill_3:905,team_buff:0,team_energy:86
4540,_c_Pia,4*,wind,lance,3933,[Resounding_Rendition+Beautiful_Nothingness][Vayu],!<energy & hp70>,,attack:1275,force_strike:0,skill_1:2485,skill_2:0,skill_3:779,team_buff:0
-,60,kr
5405,Pia,4*,wind,lance,3933,[Resounding_Rendition+Beautiful_Nothingness][Vayu],<energy & hp70>,,attack:1434,force_strike:160,skill_1:2720,skill_2:0,skill_3:995,team_buff:0,team_energy:94
4994,_c_Pia,4*,wind,lance,3933,[Resounding_Rendition+Beautiful_Nothingness][Vayu],!<energy & hp70>,,attack:1402,force_strike:0,skill_1:2733,skill_2:0,skill_3:857,team_buff:0
-,60,d
4745,Pia,4*,wind,lance,3933,[Resounding_Rendition+Beautiful_Nothingness][Vayu],<energy & hp70>,,attack:1386,force_strike:155,skill_1:2286,skill_2:0,skill_3:836,team_buff:0,team_energy:80
4388,_c_Pia,4*,wind,lance,3933,[Resounding_Rendition+Beautiful_Nothingness][Vayu],!<energy & hp70>,,attack:1360,force_strike:0,skill_1:2305,skill_2:0,skill_3:723,team_buff:0
-,60,kd
5220,Pia,4*,wind,lance,3933,[Resounding_Rendition+Beautiful_Nothingness][Vayu],<energy & hp70>,,attack:1525,force_strike:170,skill_1:2515,skill_2:0,skill_3:920,team_buff:0,team_energy:88
4827,_c_Pia,4*,wind,lance,3933,[Resounding_Rendition+Beautiful_Nothingness][Vayu],!<energy & hp70>,,attack:1496,force_strike:0,skill_1:2535,skill_2:0,skill_3:795,team_buff:0
-,60,b
4738,Pia,4*,wind,lance,3933,[Resounding_Rendition+Beautiful_Nothingness][Vayu],<energy & hp70>,,attack:1185,force_strike:175,skill_1:2513,skill_2:0,skill_3:788,team_buff:0,team_energy:75
4148,_c_Pia,4*,wind,lance,3933,[Resounding_Rendition+Beautiful_Nothingness][Vayu],!<energy & hp70>,,attack:1212,force_strike:0,skill_1:1895,skill_2:0,skill_3:1040,team_buff:0
-,60,kb
5211,Pia,4*,wind,lance,3933,[Resounding_Rendition+Beautiful_Nothingness][Vayu],<energy & hp70>,,attack:1304,force_strike:192,skill_1:2765,skill_2:0,skill_3:867,team_buff:0,team_energy:82
4563,_c_Pia,4*,wind,lance,3933,[Resounding_Rendition+Beautiful_Nothingness][Vayu],!<energy & hp70>,,attack:1333,force_strike:0,skill_1:2085,skill_2:0,skill_3:1144,team_buff:0
-,60,rd
5226,Pia,4*,wind,lance,3933,[Resounding_Rendition+Beautiful_Nothingness][Vayu],<energy & hp70>,,attack:1386,force_strike:155,skill_1:2629,skill_2:0,skill_3:962,team_buff:0,team_energy:92
4843,_c_Pia,4*,wind,lance,3933,[Resounding_Rendition+Beautiful_Nothingness][Vayu],!<energy & hp70>,,attack:1360,force_strike:0,skill_1:2651,skill_2:0,skill_3:831,team_buff:0
-,60,krd
5748,Pia,4*,wind,lance,3933,[Resounding_Rendition+Beautiful_Nothingness][Vayu],<energy & hp70>,,attack:1525,force_strike:170,skill_1:2892,skill_2:0,skill_3:1058,team_buff:0,team_energy:101
5327,_c_Pia,4*,wind,lance,3933,[Resounding_Rendition+Beautiful_Nothingness][Vayu],!<energy & hp70>,,attack:1496,force_strike:0,skill_1:2916,skill_2:0,skill_3:914,team_buff:0
-,60,rb
5244,Pia,4*,wind,lance,3933,[Resounding_Rendition+Beautiful_Nothingness][Vayu],<energy & hp70>,,attack:1185,force_strike:175,skill_1:2890,skill_2:0,skill_3:906,team_buff:0,team_energy:86
4589,_c_Pia,4*,wind,lance,3933,[Resounding_Rendition+Beautiful_Nothingness][Vayu],!<energy & hp70>,,attack:1212,force_strike:0,skill_1:2180,skill_2:0,skill_3:1196,team_buff:0
-,60,krb
5769,Pia,4*,wind,lance,3933,[Resounding_Rendition+Beautiful_Nothingness][Vayu],<energy & hp70>,,attack:1304,force_strike:192,skill_1:3179,skill_2:0,skill_3:997,team_buff:0,team_energy:94
5048,_c_Pia,4*,wind,lance,3933,[Resounding_Rendition+Beautiful_Nothingness][Vayu],!<energy & hp70>,,attack:1333,force_strike:0,skill_1:2398,skill_2:0,skill_3:1316,team_buff:0
-,60,db
5038,Pia,4*,wind,lance,3933,[Resounding_Rendition+Beautiful_Nothingness][Vayu],<energy & hp70>,,attack:1260,force_strike:186,skill_1:2673,skill_2:0,skill_3:838,team_buff:0,team_energy:80
4425,_c_Pia,4*,wind,lance,3933,[Resounding_Rendition+Beautiful_Nothingness][Vayu],!<energy & hp70>,,attack:1293,force_strike:0,skill_1:2022,skill_2:0,skill_3:1110,team_buff:0
-,60,kdb
5542,Pia,4*,wind,lance,3933,[Resounding_Rendition+Beautiful_Nothingness][Vayu],<energy & hp70>,,attack:1386,force_strike:205,skill_1:2940,skill_2:0,skill_3:922,team_buff:0,team_energy:88
4868,_c_Pia,4*,wind,lance,3933,[Resounding_Rendition+Beautiful_Nothingness][Vayu],!<energy & hp70>,,attack:1422,force_strike:0,skill_1:2224,skill_2:0,skill_3:1221,team_buff:0
-,60,rdb
5577,Pia,4*,wind,lance,3933,[Resounding_Rendition+Beautiful_Nothingness][Vayu],<energy & hp70>,,attack:1260,force_strike:186,skill_1:3073,skill_2:0,skill_3:964,team_buff:0,team_energy:92
4895,_c_Pia,4*,wind,lance,3933,[Resounding_Rendition+Beautiful_Nothingness][Vayu],!<energy & hp70>,,attack:1293,force_strike:0,skill_1:2325,skill_2:0,skill_3:1276,team_buff:0
-,60,krdb
6135,Pia,4*,wind,lance,3933,[Resounding_Rendition+Beautiful_Nothingness][Vayu],<energy & hp70>,,attack:1386,force_strike:205,skill_1:3381,skill_2:0,skill_3:1060,team_buff:0,team_energy:101
5385,_c_Pia,4*,wind,lance,3933,[Resounding_Rendition+Beautiful_Nothingness][Vayu],!<energy & hp70>,,attack:1422,force_strike:0,skill_1:2558,skill_2:0,skill_3:1404,team_buff:0
-,120,_
4674,Pia,4*,wind,lance,3933,[Resounding_Rendition+Beautiful_Nothingness][Vayu],<energy & hp70>,,attack:1302,force_strike:132,skill_1:2344,skill_2:0,skill_3:792,team_buff:0,team_energy:62,s1_energized:40
4031,_c_Pia,4*,wind,lance,3933,[Resounding_Rendition+Beautiful_Nothingness][Vayu],!<energy & hp70>,,attack:1276,force_strike:0,skill_1:2059,skill_2:0,skill_3:695,team_buff:0
-,120,k
5142,Pia,4*,wind,lance,3933,[Resounding_Rendition+Beautiful_Nothingness][Vayu],<energy & hp70>,,attack:1432,force_strike:145,skill_1:2579,skill_2:0,skill_3:871,team_buff:0,team_energy:68,s1_energized:45
4434,_c_Pia,4*,wind,lance,3933,[Resounding_Rendition+Beautiful_Nothingness][Vayu],!<energy & hp70>,,attack:1404,force_strike:0,skill_1:2265,skill_2:0,skill_3:765,team_buff:0
-,120,r
5160,Pia,4*,wind,lance,3933,[Resounding_Rendition+Beautiful_Nothingness][Vayu],<energy & hp70>,,attack:1302,force_strike:132,skill_1:2696,skill_2:0,skill_3:910,team_buff:0,team_energy:71,s1_energized:47
4444,_c_Pia,4*,wind,lance,3933,[Resounding_Rendition+Beautiful_Nothingness][Vayu],!<energy & hp70>,,attack:1276,force_strike:0,skill_1:2367,skill_2:0,skill_3:799,team_buff:0
-,120,kr
5677,Pia,4*,wind,lance,3933,[Resounding_Rendition+Beautiful_Nothingness][Vayu],<energy & hp70>,,attack:1432,force_strike:145,skill_1:2966,skill_2:0,skill_3:1002,team_buff:0,team_energy:79,s1_energized:51
4889,_c_Pia,4*,wind,lance,3933,[Resounding_Rendition+Beautiful_Nothingness][Vayu],!<energy & hp70>,,attack:1404,force_strike:0,skill_1:2604,skill_2:0,skill_3:879,team_buff:0
-,120,d
4971,Pia,4*,wind,lance,3933,[Resounding_Rendition+Beautiful_Nothingness][Vayu],<energy & hp70>,,attack:1384,force_strike:140,skill_1:2493,skill_2:0,skill_3:842,team_buff:0,team_energy:66,s1_energized:43
4300,_c_Pia,4*,wind,lance,3933,[Resounding_Rendition+Beautiful_Nothingness][Vayu],!<energy & hp70>,,attack:1362,force_strike:0,skill_1:2196,skill_2:0,skill_3:741,team_buff:0
-,120,kd
5468,Pia,4*,wind,lance,3933,[Resounding_Rendition+Beautiful_Nothingness][Vayu],<energy & hp70>,,attack:1523,force_strike:154,skill_1:2742,skill_2:0,skill_3:926,team_buff:0,team_energy:73,s1_energized:47
4730,_c_Pia,4*,wind,lance,3933,[Resounding_Rendition+Beautiful_Nothingness][Vayu],!<energy & hp70>,,attack:1498,force_strike:0,skill_1:2416,skill_2:0,skill_3:816,team_buff:0
-,120,b
4927,Pia,4*,wind,lance,3933,[Resounding_Rendition+Beautiful_Nothingness][Vayu],<energy & hp70>,,attack:1156,force_strike:146,skill_1:2529,skill_2:0,skill_3:991,team_buff:0,team_energy:62,s1_energized:41
4260,_c_Pia,4*,wind,lance,3933,[Resounding_Rendition+Beautiful_Nothingness][Vayu],!<energy & hp70>,,attack:1199,force_strike:0,skill_1:2031,skill_2:0,skill_3:1029,team_buff:0
-,120,kb
5420,Pia,4*,wind,lance,3933,[Resounding_Rendition+Beautiful_Nothingness][Vayu],<energy & hp70>,,attack:1272,force_strike:161,skill_1:2782,skill_2:0,skill_3:1090,team_buff:0,team_energy:68,s1_energized:45
4686,_c_Pia,4*,wind,lance,3933,[Resounding_Rendition+Beautiful_Nothingness][Vayu],!<energy & hp70>,,attack:1318,force_strike:0,skill_1:2234,skill_2:0,skill_3:1132,team_buff:0
-,120,rd
5488,Pia,4*,wind,lance,3933,[Resounding_Rendition+Beautiful_Nothingness][Vayu],<energy & hp70>,,attack:1384,force_strike:140,skill_1:2867,skill_2:0,skill_3:968,team_buff:0,team_energy:76,s1_energized:50
4741,_c_Pia,4*,wind,lance,3933,[Resounding_Rendition+Beautiful_Nothingness][Vayu],!<energy & hp70>,,attack:1362,force_strike:0,skill_1:2526,skill_2:0,skill_3:853,team_buff:0
-,120,krd
6037,Pia,4*,wind,lance,3933,[Resounding_Rendition+Beautiful_Nothingness][Vayu],<energy & hp70>,,attack:1523,force_strike:154,skill_1:3154,skill_2:0,skill_3:1065,team_buff:0,team_energy:84,s1_energized:55
5215,_c_Pia,4*,wind,lance,3933,[Resounding_Rendition+Beautiful_Nothingness][Vayu],!<energy & hp70>,,attack:1498,force_strike:0,skill_1:2778,skill_2:0,skill_3:938,team_buff:0
-,120,rb
5471,Pia,4*,wind,lance,3933,[Resounding_Rendition+Beautiful_Nothingness][Vayu],<energy & hp70>,,attack:1156,force_strike:146,skill_1:2908,skill_2:0,skill_3:1140,team_buff:0,team_energy:71,s1_energized:47
4719,_c_Pia,4*,wind,lance,3933,[Resounding_Rendition+Beautiful_Nothingness][Vayu],!<energy & hp70>,,attack:1199,force_strike:0,skill_1:2336,skill_2:0,skill_3:1183,team_buff:0
-,120,krb
6018,Pia,4*,wind,lance,3933,[Resounding_Rendition+Beautiful_Nothingness][Vayu],<energy & hp70>,,attack:1272,force_strike:161,skill_1:3199,skill_2:0,skill_3:1254,team_buff:0,team_energy:79,s1_energized:51
5191,_c_Pia,4*,wind,lance,3933,[Resounding_Rendition+Beautiful_Nothingness][Vayu],!<energy & hp70>,,attack:1318,force_strike:0,skill_1:2570,skill_2:0,skill_3:1302,team_buff:0
-,120,db
5240,Pia,4*,wind,lance,3933,[Resounding_Rendition+Beautiful_Nothingness][Vayu],<energy & hp70>,,attack:1229,force_strike:156,skill_1:2689,skill_2:0,skill_3:1054,team_buff:0,team_energy:66,s1_energized:43
4544,_c_Pia,4*,wind,lance,3933,[Resounding_Rendition+Beautiful_Nothingness][Vayu],!<energy & hp70>,,attack:1279,force_strike:0,skill_1:2167,skill_2:0,skill_3:1098,team_buff:0
-,120,kdb
5764,Pia,4*,wind,lance,3933,[Resounding_Rendition+Beautiful_Nothingness][Vayu],<energy & hp70>,,attack:1352,force_strike:171,skill_1:2958,skill_2:0,skill_3:1159,team_buff:0,team_energy:73,s1_energized:48
4999,_c_Pia,4*,wind,lance,3933,[Resounding_Rendition+Beautiful_Nothingness][Vayu],!<energy & hp70>,,attack:1406,force_strike:0,skill_1:2384,skill_2:0,skill_3:1208,team_buff:0
-,120,rdb
5818,Pia,4*,wind,lance,3933,[Resounding_Rendition+Beautiful_Nothingness][Vayu],<energy & hp70>,,attack:1229,force_strike:156,skill_1:3092,skill_2:0,skill_3:1212,team_buff:0,team_energy:76,s1_energized:50
5034,_c_Pia,4*,wind,lance,3933,[Resounding_Rendition+Beautiful_Nothingness][Vayu],!<energy & hp70>,,attack:1279,force_strike:0,skill_1:2492,skill_2:0,skill_3:1262,team_buff:0
-,120,krdb
6400,Pia,4*,wind,lance,3933,[Resounding_Rendition+Beautiful_Nothingness][Vayu],<energy & hp70>,,attack:1352,force_strike:171,skill_1:3402,skill_2:0,skill_3:1333,team_buff:0,team_energy:84,s1_energized:55
5537,_c_Pia,4*,wind,lance,3933,[Resounding_Rendition+Beautiful_Nothingness][Vayu],!<energy & hp70>,,attack:1406,force_strike:0,skill_1:2741,skill_2:0,skill_3:1389,team_buff:0
-,180,_
4746,Pia,4*,wind,lance,3933,[Resounding_Rendition+Beautiful_Nothingness][Vayu],<energy & hp70>,,attack:1319,force_strike:137,skill_1:2410,skill_2:0,skill_3:793,team_buff:0,team_energy:58,s1_energized:27
4165,_c_Pia,4*,wind,lance,3933,[Resounding_Rendition+Beautiful_Nothingness][Vayu],!<energy & hp70>,,attack:1266,force_strike:0,skill_1:2094,skill_2:0,skill_3:804,team_buff:0
-,180,k
5221,Pia,4*,wind,lance,3933,[Resounding_Rendition+Beautiful_Nothingness][Vayu],<energy & hp70>,,attack:1451,force_strike:150,skill_1:2651,skill_2:0,skill_3:873,team_buff:0,team_energy:64,s1_energized:30
4581,_c_Pia,4*,wind,lance,3933,[Resounding_Rendition+Beautiful_Nothingness][Vayu],!<energy & hp70>,,attack:1393,force_strike:0,skill_1:2303,skill_2:0,skill_3:885,team_buff:0
-,180,r
5240,Pia,4*,wind,lance,3933,[Resounding_Rendition+Beautiful_Nothingness][Vayu],<energy & hp70>,,attack:1319,force_strike:137,skill_1:2771,skill_2:0,skill_3:912,team_buff:0,team_energy:67,s1_energized:31
4600,_c_Pia,4*,wind,lance,3933,[Resounding_Rendition+Beautiful_Nothingness][Vayu],!<energy & hp70>,,attack:1266,force_strike:0,skill_1:2408,skill_2:0,skill_3:925,team_buff:0
-,180,kr
5764,Pia,4*,wind,lance,3933,[Resounding_Rendition+Beautiful_Nothingness][Vayu],<energy & hp70>,,attack:1451,force_strike:150,skill_1:3048,skill_2:0,skill_3:1004,team_buff:0,team_energy:73,s1_energized:34
5060,_c_Pia,4*,wind,lance,3933,[Resounding_Rendition+Beautiful_Nothingness][Vayu],!<energy & hp70>,,attack:1393,force_strike:0,skill_1:2649,skill_2:0,skill_3:1017,team_buff:0
-,180,d
5047,Pia,4*,wind,lance,3933,[Resounding_Rendition+Beautiful_Nothingness][Vayu],<energy & hp70>,,attack:1403,force_strike:145,skill_1:2562,skill_2:0,skill_3:844,team_buff:0,team_energy:62,s1_energized:29
4443,_c_Pia,4*,wind,lance,3933,[Resounding_Rendition+Beautiful_Nothingness][Vayu],!<energy & hp70>,,attack:1351,force_strike:0,skill_1:2233,skill_2:0,skill_3:858,team_buff:0
-,180,kd
5552,Pia,4*,wind,lance,3933,[Resounding_Rendition+Beautiful_Nothingness][Vayu],<energy & hp70>,,attack:1543,force_strike:160,skill_1:2818,skill_2:0,skill_3:928,team_buff:0,team_energy:68,s1_energized:32
4887,_c_Pia,4*,wind,lance,3933,[Resounding_Rendition+Beautiful_Nothingness][Vayu],!<energy & hp70>,,attack:1486,force_strike:0,skill_1:2457,skill_2:0,skill_3:944,team_buff:0
-,180,b
4966,Pia,4*,wind,lance,3933,[Resounding_Rendition+Beautiful_Nothingness][Vayu],<energy & hp70>,,attack:1158,force_strike:146,skill_1:2643,skill_2:0,skill_3:923,team_buff:0,team_energy:66,s1_energized:27
4236,_c_Pia,4*,wind,lance,3933,[Resounding_Rendition+Beautiful_Nothingness][Vayu],!<energy & hp70>,,attack:1196,force_strike:0,skill_1:2000,skill_2:0,skill_3:1040,team_buff:0
-,180,kb
5462,Pia,4*,wind,lance,3933,[Resounding_Rendition+Beautiful_Nothingness][Vayu],<energy & hp70>,,attack:1274,force_strike:161,skill_1:2907,skill_2:0,skill_3:1015,team_buff:0,team_energy:73,s1_energized:30
4660,_c_Pia,4*,wind,lance,3933,[Resounding_Rendition+Beautiful_Nothingness][Vayu],!<energy & hp70>,,attack:1316,force_strike:0,skill_1:2200,skill_2:0,skill_3:1144,team_buff:0
-,180,rd
5572,Pia,4*,wind,lance,3933,[Resounding_Rendition+Beautiful_Nothingness][Vayu],<energy & hp70>,,attack:1403,force_strike:145,skill_1:2947,skill_2:0,skill_3:970,team_buff:0,team_energy:71,s1_energized:33
