-,sp,_
6157,Addis,4*,wind,blade,2010,[Seaside_Princess+Resounding_Rendition][Vayu];dpsrange:(4843~6994),<hp100 & hp70 & 0 resist>,v534 against HMC; ,attack:1444,force_strike:59,skill_1:2176,skill_2:0,skill_3:0,team_buff:0,s1_poison:29,bleed:2448
5080,_c_Addis,4*,wind,blade,2010,[Seaside_Princess+Resounding_Rendition][Vayu];dpsrange:(3979~5749),!<hp100 & hp70 & 0 resist>,v534 against HMC; ,attack:1192,force_strike:49,skill_1:1794,skill_2:0,skill_3:0,team_buff:0,s1_poison:0,bleed:2044
-,sp,k
6157,Addis,4*,wind,blade,2010,[Seaside_Princess+Resounding_Rendition][Vayu];dpsrange:(4843~6994),<hp100 & hp70 & 0 resist>,v534 against HMC; ,attack:1444,force_strike:59,skill_1:2176,skill_2:0,skill_3:0,team_buff:0,s1_poison:29,bleed:2448
5080,_c_Addis,4*,wind,blade,2010,[Seaside_Princess+Resounding_Rendition][Vayu];dpsrange:(3979~5749),!<hp100 & hp70 & 0 resist>,v534 against HMC; ,attack:1192,force_strike:49,skill_1:1794,skill_2:0,skill_3:0,team_buff:0,s1_poison:0,bleed:2044
-,sp,r
6868,Addis,4*,wind,blade,2010,[Seaside_Princess+Resounding_Rendition][Vayu];dpsrange:(5338~7816),<hp100 & hp70 & 0 resist>,v534 against HMC; ,attack:1444,force_strike:59,skill_1:2498,skill_2:0,skill_3:0,team_buff:0,s1_poison:33,bleed:2832
5654,_c_Addis,4*,wind,blade,2010,[Seaside_Princess+Resounding_Rendition][Vayu];dpsrange:(4361~6424),!<hp100 & hp70 & 0 resist>,v534 against HMC; ,attack:1192,force_strike:49,skill_1:2063,skill_2:0,skill_3:0,team_buff:0,s1_poison:0,bleed:2349
-,sp,kr
6868,Addis,4*,wind,blade,2010,[Seaside_Princess+Resounding_Rendition][Vayu];dpsrange:(5338~7816),<hp100 & hp70 & 0 resist>,v534 against HMC; ,attack:1444,force_strike:59,skill_1:2498,skill_2:0,skill_3:0,team_buff:0,s1_poison:33,bleed:2832
5654,_c_Addis,4*,wind,blade,2010,[Seaside_Princess+Resounding_Rendition][Vayu];dpsrange:(4361~6424),!<hp100 & hp70 & 0 resist>,v534 against HMC; ,attack:1192,force_strike:49,skill_1:2063,skill_2:0,skill_3:0,team_buff:0,s1_poison:0,bleed:2349
-,sp,d
6692,Addis,4*,wind,blade,2010,[Seaside_Princess+Resounding_Rendition][Vayu];dpsrange:(5094~7584),<hp100 & hp70 & 0 resist>,v534 against HMC; ,attack:1565,force_strike:64,skill_1:2358,skill_2:0,skill_3:0,team_buff:0,s1_poison:31,bleed:2672
5421,_c_Addis,4*,wind,blade,2010,[Seaside_Princess+Resounding_Rendition][Vayu];dpsrange:(4293~6146),!<hp100 & hp70 & 0 resist>,v534 against HMC; ,attack:1274,force_strike:52,skill_1:1918,skill_2:0,skill_3:0,team_buff:0,s1_poison:0,bleed:2176
-,sp,kd
