-,60,_
9263,Addis,4*,wind,blade,3857,[Resounding_Rendition+Beautiful_Nothingness][Vayu][HDT2],<hp70 & 0 resist>,s2 c2 s1 c5fsf c4fs s1; hold s2s1 until bleed under 3; 25% poison uptime,attack:2389,force_strike:63,skill_1:3739,skill_2:0,skill_3:585,team_buff:0,s1_poison:150,bleed:2335
7984,_c_Addis,4*,wind,blade,3857,[Resounding_Rendition+Beautiful_Nothingness][Vayu][HDT2],!<hp70 & 0 resist>,s2 c2 s1 c5fsf c4fs s1; hold s2s1 until bleed under 3,attack:2094,force_strike:55,skill_1:3276,skill_2:0,skill_3:512,team_buff:0,s1_poison:0,bleed:2045
-,60,k
9263,Addis,4*,wind,blade,3857,[Resounding_Rendition+Beautiful_Nothingness][Vayu][HDT2];dpsrange:(6858~10012),<hp70 & 0 resist>,s2 c2 s1 c5fsf c4fs s1; hold s2s1 until bleed under 3; 25% poison uptime,attack:2389,force_strike:63,skill_1:3739,skill_2:0,skill_3:585,team_buff:0,s1_poison:150,bleed:2335
7984,_c_Addis,4*,wind,blade,3857,[Resounding_Rendition+Beautiful_Nothingness][Vayu][HDT2];dpsrange:(5641~8643),!<hp70 & 0 resist>,s2 c2 s1 c5fsf c4fs s1; hold s2s1 until bleed under 3,attack:2094,force_strike:55,skill_1:3276,skill_2:0,skill_3:512,team_buff:0,s1_poison:0,bleed:2045
-,60,r
10275,Addis,4*,wind,blade,3857,[Resounding_Rendition+Beautiful_Nothingness][Vayu][HDT2],<hp70 & 0 resist>,s2 c2 s1 c5fsf c4fs s1; hold s2s1 until bleed under 3; 25% poison uptime,attack:2389,force_strike:63,skill_1:4298,skill_2:0,skill_3:672,team_buff:0,s1_poison:173,bleed:2678
8853,_c_Addis,4*,wind,blade,3857,[Resounding_Rendition+Beautiful_Nothingness][Vayu][HDT2],!<hp70 & 0 resist>,s2 c2 s1 c5fsf c4fs s1; hold s2s1 until bleed under 3,attack:2093,force_strike:55,skill_1:3767,skill_2:0,skill_3:589,team_buff:0,s1_poison:0,bleed:2346
-,60,kr
10275,Addis,4*,wind,blade,3857,[Resounding_Rendition+Beautiful_Nothingness][Vayu][HDT2];dpsrange:(7225~11145),<hp70 & 0 resist>,s2 c2 s1 c5fsf c4fs s1; hold s2s1 until bleed under 3; 25% poison uptime,attack:2389,force_strike:63,skill_1:4298,skill_2:0,skill_3:672,team_buff:0,s1_poison:173,bleed:2678
8853,_c_Addis,4*,wind,blade,3857,[Resounding_Rendition+Beautiful_Nothingness][Vayu][HDT2];dpsrange:(6180~9616),!<hp70 & 0 resist>,s2 c2 s1 c5fsf c4fs s1; hold s2s1 until bleed under 3,attack:2093,force_strike:55,skill_1:3767,skill_2:0,skill_3:589,team_buff:0,s1_poison:0,bleed:2346
-,60,d
9856,Addis,4*,wind,blade,3857,[Resounding_Rendition+Beautiful_Nothingness][Vayu][HDT2],<hp70 & 0 resist>,s2 c2 s1 c5fsf c4fs s1; hold s2s1 until bleed under 3; 25% poison uptime,attack:2541,force_strike:67,skill_1:3976,skill_2:0,skill_3:622,team_buff:0,s1_poison:160,bleed:2488
8530,_c_Addis,4*,wind,blade,3857,[Resounding_Rendition+Beautiful_Nothingness][Vayu][HDT2],!<hp70 & 0 resist>,s2 c2 s1 c5fsf c4fs s1; hold s2s1 until bleed under 3,attack:2234,force_strike:59,skill_1:3495,skill_2:0,skill_3:546,team_buff:0,s1_poison:0,bleed:2194
-,60,kd
9856,Addis,4*,wind,blade,3857,[Resounding_Rendition+Beautiful_Nothingness][Vayu][HDT2];dpsrange:(7005~10647),<hp70 & 0 resist>,s2 c2 s1 c5fsf c4fs s1; hold s2s1 until bleed under 3; 25% poison uptime,attack:2541,force_strike:67,skill_1:3976,skill_2:0,skill_3:622,team_buff:0,s1_poison:160,bleed:2488
8530,_c_Addis,4*,wind,blade,3857,[Resounding_Rendition+Beautiful_Nothingness][Vayu][HDT2];dpsrange:(6017~9218),!<hp70 & 0 resist>,s2 c2 s1 c5fsf c4fs s1; hold s2s1 until bleed under 3,attack:2234,force_strike:59,skill_1:3495,skill_2:0,skill_3:546,team_buff:0,s1_poison:0,bleed:2194
-,60,b
9302,Addis,4*,wind,blade,3857,[Resounding_Rendition+Beautiful_Nothingness][Vayu][HDT2],<hp70 & 0 resist>,s2 c2 s1 c5fsf c4fs s1; hold s2s1 until bleed under 3; 25% poison uptime,attack:2369,force_strike:16,skill_1:3761,skill_2:0,skill_3:588,team_buff:0,s1_poison:151,bleed:2415
7999,_c_Addis,4*,wind,blade,3857,[Resounding_Rendition+Beautiful_Nothingness][Vayu][HDT2],!<hp70 & 0 resist>,s2 c2 s1 c5fsf c4fs s1; hold s2s1 until bleed under 3,attack:2077,force_strike:14,skill_1:3295,skill_2:0,skill_3:515,team_buff:0,s1_poison:0,bleed:2097
-,60,kb
9302,Addis,4*,wind,blade,3857,[Resounding_Rendition+Beautiful_Nothingness][Vayu][HDT2];dpsrange:(6553~9993),<hp70 & 0 resist>,s2 c2 s1 c5fsf c4fs s1; hold s2s1 until bleed under 3; 25% poison uptime,attack:2369,force_strike:16,skill_1:3761,skill_2:0,skill_3:588,team_buff:0,s1_poison:151,bleed:2415
7999,_c_Addis,4*,wind,blade,3857,[Resounding_Rendition+Beautiful_Nothingness][Vayu][HDT2];dpsrange:(5608~8625),!<hp70 & 0 resist>,s2 c2 s1 c5fsf c4fs s1; hold s2s1 until bleed under 3,attack:2077,force_strike:14,skill_1:3295,skill_2:0,skill_3:515,team_buff:0,s1_poison:0,bleed:2097
-,60,rd
10915,Addis,4*,wind,blade,3857,[Resounding_Rendition+Beautiful_Nothingness][Vayu][HDT2],<hp70 & 0 resist>,s2 c2 s1 c5fsf c4fs s1; hold s2s1 until bleed under 3; 25% poison uptime,attack:2540,force_strike:67,skill_1:4571,skill_2:0,skill_3:715,team_buff:0,s1_poison:184,bleed:2837
9398,_c_Addis,4*,wind,blade,3857,[Resounding_Rendition+Beautiful_Nothingness][Vayu][HDT2],!<hp70 & 0 resist>,s2 c2 s1 c5fsf c4fs s1; hold s2s1 until bleed under 3,attack:2233,force_strike:59,skill_1:4018,skill_2:0,skill_3:628,team_buff:0,s1_poison:0,bleed:2458
-,60,krd
10915,Addis,4*,wind,blade,3857,[Resounding_Rendition+Beautiful_Nothingness][Vayu][HDT2];dpsrange:(7683~11852),<hp70 & 0 resist>,s2 c2 s1 c5fsf c4fs s1; hold s2s1 until bleed under 3; 25% poison uptime,attack:2540,force_strike:67,skill_1:4571,skill_2:0,skill_3:715,team_buff:0,s1_poison:184,bleed:2837
9398,_c_Addis,4*,wind,blade,3857,[Resounding_Rendition+Beautiful_Nothingness][Vayu][HDT2];dpsrange:(6593~10259),!<hp70 & 0 resist>,s2 c2 s1 c5fsf c4fs s1; hold s2s1 until bleed under 3,attack:2233,force_strike:59,skill_1:4018,skill_2:0,skill_3:628,team_buff:0,s1_poison:0,bleed:2458
-,60,rb
10344,Addis,4*,wind,blade,3857,[Resounding_Rendition+Beautiful_Nothingness][Vayu][HDT2],<hp70 & 0 resist>,s2 c2 s1 c5fsf c4fs s1; hold s2s1 until bleed under 3; 25% poison uptime,attack:2370,force_strike:16,skill_1:4326,skill_2:0,skill_3:676,team_buff:0,s1_poison:174,bleed:2779
8924,_c_Addis,4*,wind,blade,3857,[Resounding_Rendition+Beautiful_Nothingness][Vayu][HDT2],!<hp70 & 0 resist>,s2 c2 s1 c5fsf c4fs s1; hold s2s1 until bleed under 3,attack:2077,force_strike:14,skill_1:3791,skill_2:0,skill_3:592,team_buff:0,s1_poison:0,bleed:2448
-,60,krb
10344,Addis,4*,wind,blade,3857,[Resounding_Rendition+Beautiful_Nothingness][Vayu][HDT2];dpsrange:(7195~11134),<hp70 & 0 resist>,s2 c2 s1 c5fsf c4fs s1; hold s2s1 until bleed under 3; 25% poison uptime,attack:2370,force_strike:16,skill_1:4326,skill_2:0,skill_3:676,team_buff:0,s1_poison:174,bleed:2779
8924,_c_Addis,4*,wind,blade,3857,[Resounding_Rendition+Beautiful_Nothingness][Vayu][HDT2];dpsrange:(6152~9604),!<hp70 & 0 resist>,s2 c2 s1 c5fsf c4fs s1; hold s2s1 until bleed under 3,attack:2077,force_strike:14,skill_1:3791,skill_2:0,skill_3:592,team_buff:0,s1_poison:0,bleed:2448
-,60,db
9928,Addis,4*,wind,blade,3857,[Resounding_Rendition+Beautiful_Nothingness][Vayu][HDT2],<hp70 & 0 resist>,s2 c2 s1 c5fsf c4fs s1; hold s2s1 until bleed under 3; 25% poison uptime,attack:2519,force_strike:18,skill_1:4001,skill_2:0,skill_3:626,team_buff:0,s1_poison:160,bleed:2601
8567,_c_Addis,4*,wind,blade,3857,[Resounding_Rendition+Beautiful_Nothingness][Vayu][HDT2],!<hp70 & 0 resist>,s2 c2 s1 c5fsf c4fs s1; hold s2s1 until bleed under 3,attack:2218,force_strike:14,skill_1:3517,skill_2:0,skill_3:550,team_buff:0,s1_poison:0,bleed:2266
-,60,kdb
9928,Addis,4*,wind,blade,3857,[Resounding_Rendition+Beautiful_Nothingness][Vayu][HDT2];dpsrange:(6964~10624),<hp70 & 0 resist>,s2 c2 s1 c5fsf c4fs s1; hold s2s1 until bleed under 3; 25% poison uptime,attack:2519,force_strike:18,skill_1:4001,skill_2:0,skill_3:626,team_buff:0,s1_poison:160,bleed:2601
8567,_c_Addis,4*,wind,blade,3857,[Resounding_Rendition+Beautiful_Nothingness][Vayu][HDT2];dpsrange:(5983~9202),!<hp70 & 0 resist>,s2 c2 s1 c5fsf c4fs s1; hold s2s1 until bleed under 3,attack:2218,force_strike:14,skill_1:3517,skill_2:0,skill_3:550,team_buff:0,s1_poison:0,bleed:2266
-,60,rdb
10995,Addis,4*,wind,blade,3857,[Resounding_Rendition+Beautiful_Nothingness][Vayu][HDT2],<hp70 & 0 resist>,s2 c2 s1 c5fsf c4fs s1; hold s2s1 until bleed under 3; 25% poison uptime,attack:2521,force_strike:17,skill_1:4601,skill_2:0,skill_3:720,team_buff:0,s1_poison:185,bleed:2949
9494,_c_Addis,4*,wind,blade,3857,[Resounding_Rendition+Beautiful_Nothingness][Vayu][HDT2],!<hp70 & 0 resist>,s2 c2 s1 c5fsf c4fs s1; hold s2s1 until bleed under 3,attack:2217,force_strike:14,skill_1:4044,skill_2:0,skill_3:633,team_buff:0,s1_poison:0,bleed:2584
-,60,krdb
10995,Addis,4*,wind,blade,3857,[Resounding_Rendition+Beautiful_Nothingness][Vayu][HDT2];dpsrange:(7648~11839),<hp70 & 0 resist>,s2 c2 s1 c5fsf c4fs s1; hold s2s1 until bleed under 3; 25% poison uptime,attack:2521,force_strike:17,skill_1:4601,skill_2:0,skill_3:720,team_buff:0,s1_poison:185,bleed:2949
9494,_c_Addis,4*,wind,blade,3857,[Resounding_Rendition+Beautiful_Nothingness][Vayu][HDT2];dpsrange:(6564~10247),!<hp70 & 0 resist>,s2 c2 s1 c5fsf c4fs s1; hold s2s1 until bleed under 3,attack:2217,force_strike:14,skill_1:4044,skill_2:0,skill_3:633,team_buff:0,s1_poison:0,bleed:2584
-,120,_
10575,Addis,4*,wind,blade,3857,[Resounding_Rendition+Beautiful_Nothingness][Vayu][HDT2],<hp70 & 0 resist>,s2 c2 s1 c5fsf c4fs s1; hold s2s1 until bleed under 3; 20% poison uptime,attack:2417,force_strike:80,skill_1:3520,skill_2:0,skill_3:888,team_buff:0,s1_poison:102,bleed:3565
9191,_c_Addis,4*,wind,blade,3857,[Resounding_Rendition+Beautiful_Nothingness][Vayu][HDT2],!<hp70 & 0 resist>,s2 c2 s1 c5fsf c4fs s1; hold s2s1 until bleed under 3,attack:2118,force_strike:70,skill_1:3084,skill_2:0,skill_3:778,team_buff:0,s1_poison:0,bleed:3139
-,120,k
10575,Addis,4*,wind,blade,3857,[Resounding_Rendition+Beautiful_Nothingness][Vayu][HDT2];dpsrange:(8009~11921),<hp70 & 0 resist>,s2 c2 s1 c5fsf c4fs s1; hold s2s1 until bleed under 3; 20% poison uptime,attack:2417,force_strike:80,skill_1:3520,skill_2:0,skill_3:888,team_buff:0,s1_poison:102,bleed:3565
9191,_c_Addis,4*,wind,blade,3857,[Resounding_Rendition+Beautiful_Nothingness][Vayu][HDT2];dpsrange:(7100~10352),!<hp70 & 0 resist>,s2 c2 s1 c5fsf c4fs s1; hold s2s1 until bleed under 3,attack:2118,force_strike:70,skill_1:3084,skill_2:0,skill_3:778,team_buff:0,s1_poison:0,bleed:3139
-,120,r
11778,Addis,4*,wind,blade,3857,[Resounding_Rendition+Beautiful_Nothingness][Vayu][HDT2],<hp70 & 0 resist>,s2 c2 s1 c5fsf c4fs s1; hold s2s1 until bleed under 3; 12% poison uptime,attack:2416,force_strike:80,skill_1:4045,skill_2:0,skill_3:1021,team_buff:0,s1_poison:120,bleed:4092
10182,_c_Addis,4*,wind,blade,3857,[Resounding_Rendition+Beautiful_Nothingness][Vayu][HDT2],!<hp70 & 0 resist>,s2 c2 s1 c5fsf c4fs s1; hold s2s1 until bleed under 3,attack:2119,force_strike:70,skill_1:3546,skill_2:0,skill_3:895,team_buff:0,s1_poison:0,bleed:3549
-,120,kr
11778,Addis,4*,wind,blade,3857,[Resounding_Rendition+Beautiful_Nothingness][Vayu][HDT2];dpsrange:(8362~13335),<hp70 & 0 resist>,s2 c2 s1 c5fsf c4fs s1; hold s2s1 until bleed under 3; 12% poison uptime,attack:2416,force_strike:80,skill_1:4045,skill_2:0,skill_3:1021,team_buff:0,s1_poison:120,bleed:4092
10182,_c_Addis,4*,wind,blade,3857,[Resounding_Rendition+Beautiful_Nothingness][Vayu][HDT2];dpsrange:(7896~11578),!<hp70 & 0 resist>,s2 c2 s1 c5fsf c4fs s1; hold s2s1 until bleed under 3,attack:2119,force_strike:70,skill_1:3546,skill_2:0,skill_3:895,team_buff:0,s1_poison:0,bleed:3549
-,120,d
11223,Addis,4*,wind,blade,3857,[Resounding_Rendition+Beautiful_Nothingness][Vayu][HDT2],<hp70 & 0 resist>,s2 c2 s1 c5fsf c4fs s1; hold s2s1 until bleed under 3; 12% poison uptime,attack:2570,force_strike:85,skill_1:3747,skill_2:0,skill_3:945,team_buff:0,s1_poison:107,bleed:3766
