-,sp,_
7425,Audric,4*,shadow,sword,5873,[The_Shining_Overlord+Beautiful_Nothingness][Marishiten],<hp70>,,attack:1365,force_strike:624,skill_1:1774,skill_2:762,skill_3:0,team_buff:0,d_ss:80,d_atk:1881,d_skl:467,bleed:469
6988,_c_Audric,4*,shadow,sword,5873,[The_Shining_Overlord+Beautiful_Nothingness][Marishiten],!<hp70>,,attack:1285,force_strike:587,skill_1:1670,skill_2:717,skill_3:0,team_buff:0,d_ss:75,d_atk:1770,d_skl:440,bleed:441
-,sp,k
8167,Audric,4*,shadow,sword,5873,[The_Shining_Overlord+Beautiful_Nothingness][Marishiten],<hp70>,,attack:1502,force_strike:686,skill_1:1952,skill_2:838,skill_3:0,team_buff:0,d_ss:88,d_atk:2069,d_skl:514,bleed:515
7687,_c_Audric,4*,shadow,sword,5873,[The_Shining_Overlord+Beautiful_Nothingness][Marishiten],!<hp70>,,attack:1414,force_strike:646,skill_1:1837,skill_2:788,skill_3:0,team_buff:0,d_ss:83,d_atk:1947,d_skl:484,bleed:485
-,sp,r
7946,Audric,4*,shadow,sword,5873,[The_Shining_Overlord+Beautiful_Nothingness][Marishiten],<hp70>,,attack:1365,force_strike:624,skill_1:2041,skill_2:876,skill_3:0,team_buff:0,d_ss:80,d_atk:1881,d_skl:537,bleed:539
7478,_c_Audric,4*,shadow,sword,5873,[The_Shining_Overlord+Beautiful_Nothingness][Marishiten],!<hp70>,,attack:1285,force_strike:587,skill_1:1921,skill_2:824,skill_3:0,team_buff:0,d_ss:75,d_atk:1770,d_skl:506,bleed:507
-,sp,kr
8741,Audric,4*,shadow,sword,5873,[The_Shining_Overlord+Beautiful_Nothingness][Marishiten],<hp70>,,attack:1502,force_strike:686,skill_1:2245,skill_2:964,skill_3:0,team_buff:0,d_ss:88,d_atk:2069,d_skl:591,bleed:593
8226,_c_Audric,4*,shadow,sword,5873,[The_Shining_Overlord+Beautiful_Nothingness][Marishiten],!<hp70>,,attack:1414,force_strike:646,skill_1:2113,skill_2:907,skill_3:0,team_buff:0,d_ss:83,d_atk:1947,d_skl:556,bleed:558
-,sp,d
7888,Audric,4*,shadow,sword,5873,[The_Shining_Overlord+Beautiful_Nothingness][Marishiten],<hp70>,,attack:1456,force_strike:665,skill_1:1893,skill_2:812,skill_3:0,team_buff:0,d_ss:84,d_atk:1986,d_skl:493,bleed:495
7424,_c_Audric,4*,shadow,sword,5873,[The_Shining_Overlord+Beautiful_Nothingness][Marishiten],!<hp70>,,attack:1371,force_strike:626,skill_1:1781,skill_2:765,skill_3:0,team_buff:0,d_ss:79,d_atk:1869,d_skl:464,bleed:465
-,sp,kd
8677,Audric,4*,shadow,sword,5873,[The_Shining_Overlord+Beautiful_Nothingness][Marishiten],<hp70>,,attack:1602,force_strike:732,skill_1:2082,skill_2:894,skill_3:0,team_buff:0,d_ss:93,d_atk:2184,d_skl:543,bleed:544
8167,_c_Audric,4*,shadow,sword,5873,[The_Shining_Overlord+Beautiful_Nothingness][Marishiten],!<hp70>,,attack:1508,force_strike:689,skill_1:1960,skill_2:841,skill_3:0,team_buff:0,d_ss:87,d_atk:2056,d_skl:511,bleed:512
-,sp,b
7426,Audric,4*,shadow,sword,5873,[The_Shining_Overlord+Beautiful_Nothingness][Marishiten],<hp70>,,attack:1433,force_strike:442,skill_1:1775,skill_2:874,skill_3:0,team_buff:0,d_ss:80,d_atk:1882,d_skl:467,bleed:469
6989,_c_Audric,4*,shadow,sword,5873,[The_Shining_Overlord+Beautiful_Nothingness][Marishiten],!<hp70>,,attack:1349,force_strike:416,skill_1:1671,skill_2:822,skill_3:0,team_buff:0,d_ss:75,d_atk:1771,d_skl:440,bleed:441
-,sp,kb
8169,Audric,4*,shadow,sword,5873,[The_Shining_Overlord+Beautiful_Nothingness][Marishiten],<hp70>,,attack:1577,force_strike:486,skill_1:1953,skill_2:961,skill_3:0,team_buff:0,d_ss:88,d_atk:2070,d_skl:514,bleed:516
7688,_c_Audric,4*,shadow,sword,5873,[The_Shining_Overlord+Beautiful_Nothingness][Marishiten],!<hp70>,,attack:1484,force_strike:458,skill_1:1838,skill_2:905,skill_3:0,team_buff:0,d_ss:83,d_atk:1948,d_skl:484,bleed:485
-,sp,rd
8442,Audric,4*,shadow,sword,5873,[The_Shining_Overlord+Beautiful_Nothingness][Marishiten],<hp70>,,attack:1456,force_strike:665,skill_1:2177,skill_2:934,skill_3:0,team_buff:0,d_ss:84,d_atk:1986,d_skl:567,bleed:569
7946,_c_Audric,4*,shadow,sword,5873,[The_Shining_Overlord+Beautiful_Nothingness][Marishiten],!<hp70>,,attack:1371,force_strike:626,skill_1:2049,skill_2:879,skill_3:0,team_buff:0,d_ss:79,d_atk:1869,d_skl:534,bleed:535
-,sp,krd
9287,Audric,4*,shadow,sword,5873,[The_Shining_Overlord+Beautiful_Nothingness][Marishiten],<hp70>,,attack:1602,force_strike:732,skill_1:2395,skill_2:1028,skill_3:0,team_buff:0,d_ss:93,d_atk:2184,d_skl:624,bleed:626
8740,_c_Audric,4*,shadow,sword,5873,[The_Shining_Overlord+Beautiful_Nothingness][Marishiten],!<hp70>,,attack:1508,force_strike:689,skill_1:2254,skill_2:967,skill_3:0,team_buff:0,d_ss:87,d_atk:2056,d_skl:587,bleed:589
-,sp,rb
7964,Audric,4*,shadow,sword,5873,[The_Shining_Overlord+Beautiful_Nothingness][Marishiten],<hp70>,,attack:1433,force_strike:442,skill_1:2042,skill_2:1005,skill_3:0,team_buff:0,d_ss:80,d_atk:1882,d_skl:538,bleed:539
7496,_c_Audric,4*,shadow,sword,5873,[The_Shining_Overlord+Beautiful_Nothingness][Marishiten],!<hp70>,,attack:1349,force_strike:416,skill_1:1922,skill_2:946,skill_3:0,team_buff:0,d_ss:75,d_atk:1771,d_skl:506,bleed:507
-,sp,krb
8761,Audric,4*,shadow,sword,5873,[The_Shining_Overlord+Beautiful_Nothingness][Marishiten],<hp70>,,attack:1577,force_strike:486,skill_1:2246,skill_2:1105,skill_3:0,team_buff:0,d_ss:88,d_atk:2070,d_skl:592,bleed:593
8245,_c_Audric,4*,shadow,sword,5873,[The_Shining_Overlord+Beautiful_Nothingness][Marishiten],!<hp70>,,attack:1484,force_strike:458,skill_1:2114,skill_2:1040,skill_3:0,team_buff:0,d_ss:83,d_atk:1948,d_skl:557,bleed:558
-,sp,db
7889,Audric,4*,shadow,sword,5873,[The_Shining_Overlord+Beautiful_Nothingness][Marishiten],<hp70>,,attack:1529,force_strike:472,skill_1:1894,skill_2:932,skill_3:0,team_buff:0,d_ss:84,d_atk:1987,d_skl:494,bleed:495
7425,_c_Audric,4*,shadow,sword,5873,[The_Shining_Overlord+Beautiful_Nothingness][Marishiten],!<hp70>,,attack:1439,force_strike:444,skill_1:1782,skill_2:877,skill_3:0,team_buff:0,d_ss:79,d_atk:1870,d_skl:464,bleed:466
-,sp,kdb
8678,Audric,4*,shadow,sword,5873,[The_Shining_Overlord+Beautiful_Nothingness][Marishiten],<hp70>,,attack:1682,force_strike:519,skill_1:2083,skill_2:1025,skill_3:0,team_buff:0,d_ss:93,d_atk:2185,d_skl:543,bleed:544
8168,_c_Audric,4*,shadow,sword,5873,[The_Shining_Overlord+Beautiful_Nothingness][Marishiten],!<hp70>,,attack:1583,force_strike:488,skill_1:1961,skill_2:965,skill_3:0,team_buff:0,d_ss:87,d_atk:2057,d_skl:511,bleed:512
-,sp,rdb
8462,Audric,4*,shadow,sword,5873,[The_Shining_Overlord+Beautiful_Nothingness][Marishiten],<hp70>,,attack:1529,force_strike:472,skill_1:2178,skill_2:1072,skill_3:0,team_buff:0,d_ss:84,d_atk:1987,d_skl:568,bleed:569
7964,_c_Audric,4*,shadow,sword,5873,[The_Shining_Overlord+Beautiful_Nothingness][Marishiten],!<hp70>,,attack:1439,force_strike:444,skill_1:2050,skill_2:1009,skill_3:0,team_buff:0,d_ss:79,d_atk:1870,d_skl:534,bleed:536
-,sp,krdb
9308,Audric,4*,shadow,sword,5873,[The_Shining_Overlord+Beautiful_Nothingness][Marishiten],<hp70>,,attack:1682,force_strike:519,skill_1:2396,skill_2:1179,skill_3:0,team_buff:0,d_ss:93,d_atk:2185,d_skl:624,bleed:626
8760,_c_Audric,4*,shadow,sword,5873,[The_Shining_Overlord+Beautiful_Nothingness][Marishiten],!<hp70>,,attack:1583,force_strike:488,skill_1:2255,skill_2:1110,skill_3:0,team_buff:0,d_ss:87,d_atk:2057,d_skl:588,bleed:589
