-,60,_
6724,Fritz,4*,light,dagger,3618,[Twinfold_Bonds+Levins_Champion][Daikokuten][HDT2],<hit15 & hp70>,,attack:2662,force_strike:288,skill_1:2301,skill_2:0,skill_3:812,team_buff:376,fs_boost:282
5102,_c_Fritz,4*,light,dagger,3618,[Twinfold_Bonds+Levins_Champion][Daikokuten][HDT2],!<hit15 & hp70>,,attack:1998,force_strike:220,skill_1:1698,skill_2:0,skill_3:599,team_buff:376,fs_boost:208
-,60,k
7396,Fritz,4*,light,dagger,3618,[Twinfold_Bonds+Levins_Champion][Daikokuten][HDT2],<hit15 & hp70>,,attack:2928,force_strike:317,skill_1:2532,skill_2:0,skill_3:893,team_buff:414,fs_boost:311
5612,_c_Fritz,4*,light,dagger,3618,[Twinfold_Bonds+Levins_Champion][Daikokuten][HDT2],!<hit15 & hp70>,,attack:2198,force_strike:242,skill_1:1868,skill_2:0,skill_3:659,team_buff:414,fs_boost:229
-,60,r
7221,Fritz,4*,light,dagger,3618,[Twinfold_Bonds+Levins_Champion][Daikokuten][HDT2],<hit15 & hp70>,,attack:2662,force_strike:288,skill_1:2647,skill_2:0,skill_3:933,team_buff:406,fs_boost:282
5476,_c_Fritz,4*,light,dagger,3618,[Twinfold_Bonds+Levins_Champion][Daikokuten][HDT2],!<hit15 & hp70>,,attack:1998,force_strike:220,skill_1:1953,skill_2:0,skill_3:689,team_buff:406,fs_boost:208
-,60,kr
7943,Fritz,4*,light,dagger,3618,[Twinfold_Bonds+Levins_Champion][Daikokuten][HDT2],<hit15 & hp70>,,attack:2928,force_strike:317,skill_1:2912,skill_2:0,skill_3:1027,team_buff:447,fs_boost:311
6024,_c_Fritz,4*,light,dagger,3618,[Twinfold_Bonds+Levins_Champion][Daikokuten][HDT2],!<hit15 & hp70>,,attack:2198,force_strike:242,skill_1:2148,skill_2:0,skill_3:758,team_buff:447,fs_boost:229
-,60,d
6724,Fritz,4*,light,dagger,3618,[Twinfold_Bonds+Levins_Champion][Daikokuten][HDT2],<hit15 & hp70>,,attack:2662,force_strike:288,skill_1:2301,skill_2:0,skill_3:812,team_buff:376,fs_boost:282
5102,_c_Fritz,4*,light,dagger,3618,[Twinfold_Bonds+Levins_Champion][Daikokuten][HDT2],!<hit15 & hp70>,,attack:1998,force_strike:220,skill_1:1698,skill_2:0,skill_3:599,team_buff:376,fs_boost:208
-,60,kd
7396,Fritz,4*,light,dagger,3618,[Twinfold_Bonds+Levins_Champion][Daikokuten][HDT2],<hit15 & hp70>,,attack:2928,force_strike:317,skill_1:2532,skill_2:0,skill_3:893,team_buff:414,fs_boost:311
5612,_c_Fritz,4*,light,dagger,3618,[Twinfold_Bonds+Levins_Champion][Daikokuten][HDT2],!<hit15 & hp70>,,attack:2198,force_strike:242,skill_1:1868,skill_2:0,skill_3:659,team_buff:414,fs_boost:229
-,60,b
6667,Fritz,4*,light,dagger,3618,[Twinfold_Bonds+Levins_Champion][Daikokuten][HDT2],<hit15 & hp70>,,attack:2705,force_strike:236,skill_1:2295,skill_2:0,skill_3:807,team_buff:411,fs_boost:211
5069,_c_Fritz,4*,light,dagger,3618,[Twinfold_Bonds+Levins_Champion][Daikokuten][HDT2],!<hit15 & hp70>,,attack:2030,force_strike:182,skill_1:1693,skill_2:0,skill_3:595,team_buff:411,fs_boost:155
-,60,kb
7334,Fritz,4*,light,dagger,3618,[Twinfold_Bonds+Levins_Champion][Daikokuten][HDT2],<hit15 & hp70>,,attack:2975,force_strike:260,skill_1:2525,skill_2:0,skill_3:888,team_buff:452,fs_boost:232
5576,_c_Fritz,4*,light,dagger,3618,[Twinfold_Bonds+Levins_Champion][Daikokuten][HDT2],!<hit15 & hp70>,,attack:2233,force_strike:200,skill_1:1863,skill_2:0,skill_3:655,team_buff:452,fs_boost:171
-,60,rd
7221,Fritz,4*,light,dagger,3618,[Twinfold_Bonds+Levins_Champion][Daikokuten][HDT2],<hit15 & hp70>,,attack:2662,force_strike:288,skill_1:2647,skill_2:0,skill_3:933,team_buff:406,fs_boost:282
5476,_c_Fritz,4*,light,dagger,3618,[Twinfold_Bonds+Levins_Champion][Daikokuten][HDT2],!<hit15 & hp70>,,attack:1998,force_strike:220,skill_1:1953,skill_2:0,skill_3:689,team_buff:406,fs_boost:208
-,60,krd
7943,Fritz,4*,light,dagger,3618,[Twinfold_Bonds+Levins_Champion][Daikokuten][HDT2],<hit15 & hp70>,,attack:2928,force_strike:317,skill_1:2912,skill_2:0,skill_3:1027,team_buff:447,fs_boost:311
6024,_c_Fritz,4*,light,dagger,3618,[Twinfold_Bonds+Levins_Champion][Daikokuten][HDT2],!<hit15 & hp70>,,attack:2198,force_strike:242,skill_1:2148,skill_2:0,skill_3:758,team_buff:447,fs_boost:229
-,60,rb
7165,Fritz,4*,light,dagger,3618,[Twinfold_Bonds+Levins_Champion][Daikokuten][HDT2],<hit15 & hp70>,,attack:2705,force_strike:236,skill_1:2639,skill_2:0,skill_3:928,team_buff:444,fs_boost:211
5445,_c_Fritz,4*,light,dagger,3618,[Twinfold_Bonds+Levins_Champion][Daikokuten][HDT2],!<hit15 & hp70>,,attack:2030,force_strike:182,skill_1:1948,skill_2:0,skill_3:685,team_buff:444,fs_boost:155
-,60,krb
7882,Fritz,4*,light,dagger,3618,[Twinfold_Bonds+Levins_Champion][Daikokuten][HDT2],<hit15 & hp70>,,attack:2975,force_strike:260,skill_1:2903,skill_2:0,skill_3:1021,team_buff:488,fs_boost:232
5990,_c_Fritz,4*,light,dagger,3618,[Twinfold_Bonds+Levins_Champion][Daikokuten][HDT2],!<hit15 & hp70>,,attack:2233,force_strike:200,skill_1:2142,skill_2:0,skill_3:753,team_buff:488,fs_boost:171
-,60,db
6667,Fritz,4*,light,dagger,3618,[Twinfold_Bonds+Levins_Champion][Daikokuten][HDT2],<hit15 & hp70>,,attack:2705,force_strike:236,skill_1:2295,skill_2:0,skill_3:807,team_buff:411,fs_boost:211
5069,_c_Fritz,4*,light,dagger,3618,[Twinfold_Bonds+Levins_Champion][Daikokuten][HDT2],!<hit15 & hp70>,,attack:2030,force_strike:182,skill_1:1693,skill_2:0,skill_3:595,team_buff:411,fs_boost:155
-,60,kdb
