-,sp,_
13843,Euden,4*,flame,sword,4038,[The_Shining_Overlord+Elegant_Escort][Dreadking_Rathalos][Agito],<0 burn res>,c3fs c2fs c2fs s1; DKR > Apollo if more than 1 burn user; 75% burn uptime,attack:2686,force_strike:1602,skill_1:3252,skill_2:1576,skill_3:0,team_buff:383,s1_burn:667,ds_burn:196,dx:2994,ds:483
10824,_c_Euden,4*,flame,sword,4038,[The_Shining_Overlord+Elegant_Escort][Dreadking_Rathalos][Agito],!<0 burn res>,c3fs c2fs c2fs s1; DKR > Apollo if more than 1 burn user,attack:2220,force_strike:1337,skill_1:2770,skill_2:1279,skill_3:0,team_buff:383,s1_burn:0,ds_burn:0,dx:2446,ds:385
-,sp,k
15227,Euden,4*,flame,sword,4038,[The_Shining_Overlord+Elegant_Escort][Dreadking_Rathalos][Agito],<0 burn res>,c3fs c2fs c2fs s1; DKR > Apollo if more than 1 burn user; 75% burn uptime,attack:2955,force_strike:1762,skill_1:3577,skill_2:1734,skill_3:0,team_buff:422,s1_burn:733,ds_burn:216,dx:3293,ds:531
11906,_c_Euden,4*,flame,sword,4038,[The_Shining_Overlord+Elegant_Escort][Dreadking_Rathalos][Agito],!<0 burn res>,c3fs c2fs c2fs s1; DKR > Apollo if more than 1 burn user,attack:2442,force_strike:1471,skill_1:3047,skill_2:1407,skill_3:0,team_buff:422,s1_burn:0,ds_burn:0,dx:2690,ds:424
-,sp,r
14800,Euden,4*,flame,sword,4038,[The_Shining_Overlord+Elegant_Escort][Dreadking_Rathalos][Agito],<0 burn res>,c3fs c2fs c2fs s1; DKR > Apollo if more than 1 burn user; 75% burn uptime,attack:2686,force_strike:1602,skill_1:3740,skill_2:1813,skill_3:0,team_buff:414,s1_burn:767,ds_burn:226,dx:2994,ds:555
11520,_c_Euden,4*,flame,sword,4038,[The_Shining_Overlord+Elegant_Escort][Dreadking_Rathalos][Agito],!<0 burn res>,c3fs c2fs c2fs s1; DKR > Apollo if more than 1 burn user,attack:2220,force_strike:1337,skill_1:3185,skill_2:1471,skill_3:0,team_buff:414,s1_burn:0,ds_burn:0,dx:2446,ds:443
-,sp,kr
16280,Euden,4*,flame,sword,4038,[The_Shining_Overlord+Elegant_Escort][Dreadking_Rathalos][Agito],<0 burn res>,c3fs c2fs c2fs s1; DKR > Apollo if more than 1 burn user; 75% burn uptime,attack:2955,force_strike:1762,skill_1:4114,skill_2:1994,skill_3:0,team_buff:455,s1_burn:843,ds_burn:249,dx:3293,ds:611
12672,_c_Euden,4*,flame,sword,4038,[The_Shining_Overlord+Elegant_Escort][Dreadking_Rathalos][Agito],!<0 burn res>,c3fs c2fs c2fs s1; DKR > Apollo if more than 1 burn user,attack:2442,force_strike:1471,skill_1:3504,skill_2:1619,skill_3:0,team_buff:455,s1_burn:0,ds_burn:0,dx:2690,ds:488
-,sp,d
14799,Euden,4*,flame,sword,4038,[The_Shining_Overlord+Elegant_Escort][Dreadking_Rathalos][Agito],<0 burn res>,c3fs c2fs c2fs s1; DKR > Apollo if more than 1 burn user; 75% burn uptime,attack:2872,force_strike:1713,skill_1:3477,skill_2:1685,skill_3:0,team_buff:410,s1_burn:713,ds_burn:210,dx:3200,ds:516
