-,60,_
6585,Nefaria,5*,shadow,bow,4344,[Forest_Bonds+Dear_Diary][Shinobi],<RO proc at 0s 60s 120s & 80 resist & fullhp=blind>,,attack:1125,force_strike:707,skill_1:3580,skill_2:0,skill_3:1106,team_buff:0,fs_boost:66
4794,_c_Nefaria,5*,shadow,bow,4344,[Forest_Bonds+Dear_Diary][Shinobi],!<RO proc at 0s 60s 120s & 80 resist & fullhp=blind>,,attack:978,force_strike:587,skill_1:2310,skill_2:0,skill_3:861,team_buff:0,fs_boost:56
-,60,k
7244,Nefaria,5*,shadow,bow,4344,[Forest_Bonds+Dear_Diary][Shinobi],<RO proc at 0s 60s 120s & 80 resist & fullhp=blind>,,attack:1238,force_strike:777,skill_1:3938,skill_2:0,skill_3:1216,team_buff:0,fs_boost:72
5274,_c_Nefaria,5*,shadow,bow,4344,[Forest_Bonds+Dear_Diary][Shinobi],!<RO proc at 0s 60s 120s & 80 resist & fullhp=blind>,,attack:1076,force_strike:646,skill_1:2541,skill_2:0,skill_3:947,team_buff:0,fs_boost:62
-,60,r
7288,Nefaria,5*,shadow,bow,4344,[Forest_Bonds+Dear_Diary][Shinobi],<RO proc at 0s 60s 120s & 80 resist & fullhp=blind>,,attack:1125,force_strike:707,skill_1:4117,skill_2:0,skill_3:1271,team_buff:0,fs_boost:66
5270,_c_Nefaria,5*,shadow,bow,4344,[Forest_Bonds+Dear_Diary][Shinobi],!<RO proc at 0s 60s 120s & 80 resist & fullhp=blind>,,attack:978,force_strike:587,skill_1:2656,skill_2:0,skill_3:991,team_buff:0,fs_boost:56
-,60,kr
8017,Nefaria,5*,shadow,bow,4344,[Forest_Bonds+Dear_Diary][Shinobi],<RO proc at 0s 60s 120s & 80 resist & fullhp=blind>,,attack:1238,force_strike:777,skill_1:4529,skill_2:0,skill_3:1399,team_buff:0,fs_boost:72
5797,_c_Nefaria,5*,shadow,bow,4344,[Forest_Bonds+Dear_Diary][Shinobi],!<RO proc at 0s 60s 120s & 80 resist & fullhp=blind>,,attack:1076,force_strike:646,skill_1:2922,skill_2:0,skill_3:1090,team_buff:0,fs_boost:62
-,60,d
