-,60,_
6970,Joe,3*,flame,bow,4120,[Forest_Bonds+Dear_Diary][Sakuya],<RO proc at 0s 60s 120s & 0 resist & hp100 & c4+fs>,,attack:1616,force_strike:362,skill_1:2641,skill_2:960,skill_3:455,team_buff:0,s1_burn:732,s2_burn:201
5758,_c_Joe,3*,flame,bow,4120,[Forest_Bonds+Dear_Diary][Sakuya],!<RO proc at 0s 60s 120s & 0 resist & hp100 & c4+fs>,,attack:1653,force_strike:0,skill_1:2403,skill_2:873,skill_3:828,team_buff:0,s1_burn:0,s2_burn:0
-,60,k
7667,Joe,3*,flame,bow,4120,[Forest_Bonds+Dear_Diary][Sakuya],<RO proc at 0s 60s 120s & 0 resist & hp100 & c4+fs>,,attack:1778,force_strike:398,skill_1:2905,skill_2:1056,skill_3:500,team_buff:0,s1_burn:805,s2_burn:221
6333,_c_Joe,3*,flame,bow,4120,[Forest_Bonds+Dear_Diary][Sakuya],!<RO proc at 0s 60s 120s & 0 resist & hp100 & c4+fs>,,attack:1818,force_strike:0,skill_1:2643,skill_2:961,skill_3:910,team_buff:0,s1_burn:0,s2_burn:0
-,60,r
7718,Joe,3*,flame,bow,4120,[Forest_Bonds+Dear_Diary][Sakuya],<RO proc at 0s 60s 120s & 0 resist & hp100 & c4+fs>,,attack:1616,force_strike:362,skill_1:3037,skill_2:1104,skill_3:523,team_buff:0,s1_burn:842,s2_burn:231
6373,_c_Joe,3*,flame,bow,4120,[Forest_Bonds+Dear_Diary][Sakuya],!<RO proc at 0s 60s 120s & 0 resist & hp100 & c4+fs>,,attack:1653,force_strike:0,skill_1:2763,skill_2:1005,skill_3:952,team_buff:0,s1_burn:0,s2_burn:0
-,60,kr
8490,Joe,3*,flame,bow,4120,[Forest_Bonds+Dear_Diary][Sakuya],<RO proc at 0s 60s 120s & 0 resist & hp100 & c4+fs>,,attack:1778,force_strike:398,skill_1:3341,skill_2:1215,skill_3:575,team_buff:0,s1_burn:926,s2_burn:255
7011,_c_Joe,3*,flame,bow,4120,[Forest_Bonds+Dear_Diary][Sakuya],!<RO proc at 0s 60s 120s & 0 resist & hp100 & c4+fs>,,attack:1818,force_strike:0,skill_1:3039,skill_2:1105,skill_3:1047,team_buff:0,s1_burn:0,s2_burn:0
-,60,d
7408,Joe,3*,flame,bow,4120,[Forest_Bonds+Dear_Diary][Sakuya],<RO proc at 0s 60s 120s & 0 resist & hp100 & c4+fs>,,attack:1718,force_strike:385,skill_1:2807,skill_2:1021,skill_3:483,team_buff:0,s1_burn:778,s2_burn:214
6120,_c_Joe,3*,flame,bow,4120,[Forest_Bonds+Dear_Diary][Sakuya],!<RO proc at 0s 60s 120s & 0 resist & hp100 & c4+fs>,,attack:1757,force_strike:0,skill_1:2554,skill_2:928,skill_3:880,team_buff:0,s1_burn:0,s2_burn:0
-,60,kd
8149,Joe,3*,flame,bow,4120,[Forest_Bonds+Dear_Diary][Sakuya],<RO proc at 0s 60s 120s & 0 resist & hp100 & c4+fs>,,attack:1889,force_strike:423,skill_1:3088,skill_2:1123,skill_3:532,team_buff:0,s1_burn:856,s2_burn:235
6732,_c_Joe,3*,flame,bow,4120,[Forest_Bonds+Dear_Diary][Sakuya],!<RO proc at 0s 60s 120s & 0 resist & hp100 & c4+fs>,,attack:1932,force_strike:0,skill_1:2809,skill_2:1021,skill_3:968,team_buff:0,s1_burn:0,s2_burn:0
-,60,b
6970,Joe,3*,flame,bow,4120,[Forest_Bonds+Dear_Diary][Sakuya],<RO proc at 0s 60s 120s & 0 resist & hp100 & c4+fs>,,attack:1616,force_strike:362,skill_1:2641,skill_2:960,skill_3:455,team_buff:0,s1_burn:732,s2_burn:201
5758,_c_Joe,3*,flame,bow,4120,[Forest_Bonds+Dear_Diary][Sakuya],!<RO proc at 0s 60s 120s & 0 resist & hp100 & c4+fs>,,attack:1653,force_strike:0,skill_1:2403,skill_2:873,skill_3:828,team_buff:0,s1_burn:0,s2_burn:0
-,60,kb
7667,Joe,3*,flame,bow,4120,[Forest_Bonds+Dear_Diary][Sakuya],<RO proc at 0s 60s 120s & 0 resist & hp100 & c4+fs>,,attack:1778,force_strike:398,skill_1:2905,skill_2:1056,skill_3:500,team_buff:0,s1_burn:805,s2_burn:221
6333,_c_Joe,3*,flame,bow,4120,[Forest_Bonds+Dear_Diary][Sakuya],!<RO proc at 0s 60s 120s & 0 resist & hp100 & c4+fs>,,attack:1818,force_strike:0,skill_1:2643,skill_2:961,skill_3:910,team_buff:0,s1_burn:0,s2_burn:0
-,60,rd
8204,Joe,3*,flame,bow,4120,[Forest_Bonds+Dear_Diary][Sakuya],<RO proc at 0s 60s 120s & 0 resist & hp100 & c4+fs>,,attack:1718,force_strike:385,skill_1:3228,skill_2:1174,skill_3:556,team_buff:0,s1_burn:895,s2_burn:246
6775,_c_Joe,3*,flame,bow,4120,[Forest_Bonds+Dear_Diary][Sakuya],!<RO proc at 0s 60s 120s & 0 resist & hp100 & c4+fs>,,attack:1757,force_strike:0,skill_1:2937,skill_2:1068,skill_3:1012,team_buff:0,s1_burn:0,s2_burn:0
-,60,krd
9025,Joe,3*,flame,bow,4120,[Forest_Bonds+Dear_Diary][Sakuya],<RO proc at 0s 60s 120s & 0 resist & hp100 & c4+fs>,,attack:1889,force_strike:423,skill_1:3551,skill_2:1291,skill_3:611,team_buff:0,s1_burn:984,s2_burn:271
7452,_c_Joe,3*,flame,bow,4120,[Forest_Bonds+Dear_Diary][Sakuya],!<RO proc at 0s 60s 120s & 0 resist & hp100 & c4+fs>,,attack:1932,force_strike:0,skill_1:3231,skill_2:1175,skill_3:1113,team_buff:0,s1_burn:0,s2_burn:0
-,60,rb
7718,Joe,3*,flame,bow,4120,[Forest_Bonds+Dear_Diary][Sakuya],<RO proc at 0s 60s 120s & 0 resist & hp100 & c4+fs>,,attack:1616,force_strike:362,skill_1:3037,skill_2:1104,skill_3:523,team_buff:0,s1_burn:842,s2_burn:231
6373,_c_Joe,3*,flame,bow,4120,[Forest_Bonds+Dear_Diary][Sakuya],!<RO proc at 0s 60s 120s & 0 resist & hp100 & c4+fs>,,attack:1653,force_strike:0,skill_1:2763,skill_2:1005,skill_3:952,team_buff:0,s1_burn:0,s2_burn:0
-,60,krb
8490,Joe,3*,flame,bow,4120,[Forest_Bonds+Dear_Diary][Sakuya],<RO proc at 0s 60s 120s & 0 resist & hp100 & c4+fs>,,attack:1778,force_strike:398,skill_1:3341,skill_2:1215,skill_3:575,team_buff:0,s1_burn:926,s2_burn:255
7011,_c_Joe,3*,flame,bow,4120,[Forest_Bonds+Dear_Diary][Sakuya],!<RO proc at 0s 60s 120s & 0 resist & hp100 & c4+fs>,,attack:1818,force_strike:0,skill_1:3039,skill_2:1105,skill_3:1047,team_buff:0,s1_burn:0,s2_burn:0
-,60,db
7408,Joe,3*,flame,bow,4120,[Forest_Bonds+Dear_Diary][Sakuya],<RO proc at 0s 60s 120s & 0 resist & hp100 & c4+fs>,,attack:1718,force_strike:385,skill_1:2807,skill_2:1021,skill_3:483,team_buff:0,s1_burn:778,s2_burn:214
6120,_c_Joe,3*,flame,bow,4120,[Forest_Bonds+Dear_Diary][Sakuya],!<RO proc at 0s 60s 120s & 0 resist & hp100 & c4+fs>,,attack:1757,force_strike:0,skill_1:2554,skill_2:928,skill_3:880,team_buff:0,s1_burn:0,s2_burn:0
-,60,kdb
8149,Joe,3*,flame,bow,4120,[Forest_Bonds+Dear_Diary][Sakuya],<RO proc at 0s 60s 120s & 0 resist & hp100 & c4+fs>,,attack:1889,force_strike:423,skill_1:3088,skill_2:1123,skill_3:532,team_buff:0,s1_burn:856,s2_burn:235
6732,_c_Joe,3*,flame,bow,4120,[Forest_Bonds+Dear_Diary][Sakuya],!<RO proc at 0s 60s 120s & 0 resist & hp100 & c4+fs>,,attack:1932,force_strike:0,skill_1:2809,skill_2:1021,skill_3:968,team_buff:0,s1_burn:0,s2_burn:0
-,60,rdb
8204,Joe,3*,flame,bow,4120,[Forest_Bonds+Dear_Diary][Sakuya],<RO proc at 0s 60s 120s & 0 resist & hp100 & c4+fs>,,attack:1718,force_strike:385,skill_1:3228,skill_2:1174,skill_3:556,team_buff:0,s1_burn:895,s2_burn:246
6775,_c_Joe,3*,flame,bow,4120,[Forest_Bonds+Dear_Diary][Sakuya],!<RO proc at 0s 60s 120s & 0 resist & hp100 & c4+fs>,,attack:1757,force_strike:0,skill_1:2937,skill_2:1068,skill_3:1012,team_buff:0,s1_burn:0,s2_burn:0
-,60,krdb
9025,Joe,3*,flame,bow,4120,[Forest_Bonds+Dear_Diary][Sakuya],<RO proc at 0s 60s 120s & 0 resist & hp100 & c4+fs>,,attack:1889,force_strike:423,skill_1:3551,skill_2:1291,skill_3:611,team_buff:0,s1_burn:984,s2_burn:271
7452,_c_Joe,3*,flame,bow,4120,[Forest_Bonds+Dear_Diary][Sakuya],!<RO proc at 0s 60s 120s & 0 resist & hp100 & c4+fs>,,attack:1932,force_strike:0,skill_1:3231,skill_2:1175,skill_3:1113,team_buff:0,s1_burn:0,s2_burn:0
-,120,_
7539,Joe,3*,flame,bow,4120,[Forest_Bonds+Dear_Diary][Sakuya],<RO proc at 0s 60s 120s & 0 resist & hp100 & c4+fs>,,attack:1635,force_strike:379,skill_1:2769,skill_2:1007,skill_3:726,team_buff:0,s1_burn:764,s2_burn:255
5907,_c_Joe,3*,flame,bow,4120,[Forest_Bonds+Dear_Diary][Sakuya],!<RO proc at 0s 60s 120s & 0 resist & hp100 & c4+fs>,,attack:1608,force_strike:0,skill_1:2237,skill_2:1022,skill_3:1038,team_buff:0,s1_burn:0,s2_burn:0
-,120,k
8293,Joe,3*,flame,bow,4120,[Forest_Bonds+Dear_Diary][Sakuya],<RO proc at 0s 60s 120s & 0 resist & hp100 & c4+fs>,,attack:1799,force_strike:417,skill_1:3046,skill_2:1107,skill_3:798,team_buff:0,s1_burn:841,s2_burn:281
6498,_c_Joe,3*,flame,bow,4120,[Forest_Bonds+Dear_Diary][Sakuya],!<RO proc at 0s 60s 120s & 0 resist & hp100 & c4+fs>,,attack:1769,force_strike:0,skill_1:2461,skill_2:1124,skill_3:1141,team_buff:0,s1_burn:0,s2_burn:0
-,120,r
8367,Joe,3*,flame,bow,4120,[Forest_Bonds+Dear_Diary][Sakuya],<RO proc at 0s 60s 120s & 0 resist & hp100 & c4+fs>,,attack:1635,force_strike:379,skill_1:3184,skill_2:1158,skill_3:835,team_buff:0,s1_burn:879,s2_burn:294
6552,_c_Joe,3*,flame,bow,4120,[Forest_Bonds+Dear_Diary][Sakuya],!<RO proc at 0s 60s 120s & 0 resist & hp100 & c4+fs>,,attack:1608,force_strike:0,skill_1:2573,skill_2:1175,skill_3:1193,team_buff:0,s1_burn:0,s2_burn:0
-,120,kr
9204,Joe,3*,flame,bow,4120,[Forest_Bonds+Dear_Diary][Sakuya],<RO proc at 0s 60s 120s & 0 resist & hp100 & c4+fs>,,attack:1799,force_strike:417,skill_1:3503,skill_2:1274,skill_3:918,team_buff:0,s1_burn:967,s2_burn:323
7207,_c_Joe,3*,flame,bow,4120,[Forest_Bonds+Dear_Diary][Sakuya],!<RO proc at 0s 60s 120s & 0 resist & hp100 & c4+fs>,,attack:1769,force_strike:0,skill_1:2830,skill_2:1293,skill_3:1313,team_buff:0,s1_burn:0,s2_burn:0
-,120,d
