-,60,_
6695,Eleonora,4*,wind,bow,5439,[Forest_Bonds+Dear_Diary][Pazuzu],<RO proc at 0s 60s 120s & 0 resist & fullhp=poison & c4+fs>,,attack:1457,force_strike:889,skill_1:1726,skill_2:1020,skill_3:878,team_buff:0,s1_poison:540,s2_poison:183
4374,_c_Eleonora,4*,wind,bow,5439,[Forest_Bonds+Dear_Diary][Pazuzu],!<RO proc at 0s 60s 120s & 0 resist & fullhp=poison & c4+fs>,,attack:1579,force_strike:0,skill_1:1354,skill_2:773,skill_3:666,team_buff:0,s1_poison:0,s2_poison:0
-,60,k
7365,Eleonora,4*,wind,bow,5439,[Forest_Bonds+Dear_Diary][Pazuzu],<RO proc at 0s 60s 120s & 0 resist & fullhp=poison & c4+fs>,,attack:1603,force_strike:978,skill_1:1899,skill_2:1122,skill_3:966,team_buff:0,s1_poison:594,s2_poison:201
4811,_c_Eleonora,4*,wind,bow,5439,[Forest_Bonds+Dear_Diary][Pazuzu],!<RO proc at 0s 60s 120s & 0 resist & fullhp=poison & c4+fs>,,attack:1737,force_strike:0,skill_1:1490,skill_2:851,skill_3:732,team_buff:0,s1_poison:0,s2_poison:0
-,60,r
7348,Eleonora,4*,wind,bow,5439,[Forest_Bonds+Dear_Diary][Pazuzu],<RO proc at 0s 60s 120s & 0 resist & fullhp=poison & c4+fs>,,attack:1457,force_strike:889,skill_1:1985,skill_2:1173,skill_3:1010,team_buff:0,s1_poison:621,s2_poison:210
4793,_c_Eleonora,4*,wind,bow,5439,[Forest_Bonds+Dear_Diary][Pazuzu],!<RO proc at 0s 60s 120s & 0 resist & fullhp=poison & c4+fs>,,attack:1579,force_strike:0,skill_1:1557,skill_2:889,skill_3:766,team_buff:0,s1_poison:0,s2_poison:0
-,60,kr
8083,Eleonora,4*,wind,bow,5439,[Forest_Bonds+Dear_Diary][Pazuzu],<RO proc at 0s 60s 120s & 0 resist & fullhp=poison & c4+fs>,,attack:1603,force_strike:978,skill_1:2184,skill_2:1290,skill_3:1111,team_buff:0,s1_poison:683,s2_poison:232
5272,_c_Eleonora,4*,wind,bow,5439,[Forest_Bonds+Dear_Diary][Pazuzu],!<RO proc at 0s 60s 120s & 0 resist & fullhp=poison & c4+fs>,,attack:1737,force_strike:0,skill_1:1713,skill_2:978,skill_3:842,team_buff:0,s1_poison:0,s2_poison:0
-,60,d
7117,Eleonora,4*,wind,bow,5439,[Forest_Bonds+Dear_Diary][Pazuzu],<RO proc at 0s 60s 120s & 0 resist & fullhp=poison & c4+fs>,,attack:1549,force_strike:945,skill_1:1835,skill_2:1084,skill_3:933,team_buff:0,s1_poison:574,s2_poison:195
4649,_c_Eleonora,4*,wind,bow,5439,[Forest_Bonds+Dear_Diary][Pazuzu],!<RO proc at 0s 60s 120s & 0 resist & fullhp=poison & c4+fs>,,attack:1678,force_strike:0,skill_1:1439,skill_2:822,skill_3:708,team_buff:0,s1_poison:0,s2_poison:0
-,60,kd
