-,60,_
8166,Yaten,5*,shadow,sword,3721,[Heralds_of_Hinomoto+Jewels_of_the_Sun][Fatalis][HDT2],<energy & no shapeshift & hp70>,,attack:2018,force_strike:917,skill_1:2618,skill_2:0,skill_3:1156,team_buff:0,team_energy:200,s1_boost:658,s1_boost_energized:253,s1_energized:344
4923,_c_Yaten,5*,shadow,sword,3721,[Heralds_of_Hinomoto+Jewels_of_the_Sun][Fatalis][HDT2],!<energy & no shapeshift & hp70>,,attack:2345,force_strike:1069,skill_1:1207,skill_2:0,skill_3:302,team_buff:0
-,60,k
8983,Yaten,5*,shadow,sword,3721,[Heralds_of_Hinomoto+Jewels_of_the_Sun][Fatalis][HDT2],<energy & no shapeshift & hp70>,,attack:2220,force_strike:1009,skill_1:2880,skill_2:0,skill_3:1272,team_buff:0,team_energy:220,s1_boost:723,s1_boost_energized:278,s1_energized:378
5416,_c_Yaten,5*,shadow,sword,3721,[Heralds_of_Hinomoto+Jewels_of_the_Sun][Fatalis][HDT2],!<energy & no shapeshift & hp70>,,attack:2579,force_strike:1176,skill_1:1327,skill_2:0,skill_3:332,team_buff:0
-,60,r
8951,Yaten,5*,shadow,sword,3721,[Heralds_of_Hinomoto+Jewels_of_the_Sun][Fatalis][HDT2],<energy & no shapeshift & hp70>,,attack:2018,force_strike:917,skill_1:3011,skill_2:0,skill_3:1330,team_buff:0,team_energy:229,s1_boost:756,s1_boost_energized:291,s1_energized:395
5150,_c_Yaten,5*,shadow,sword,3721,[Heralds_of_Hinomoto+Jewels_of_the_Sun][Fatalis][HDT2],!<energy & no shapeshift & hp70>,,attack:2345,force_strike:1069,skill_1:1388,skill_2:0,skill_3:347,team_buff:0
-,60,kr
9846,Yaten,5*,shadow,sword,3721,[Heralds_of_Hinomoto+Jewels_of_the_Sun][Fatalis][HDT2],<energy & no shapeshift & hp70>,,attack:2220,force_strike:1009,skill_1:3312,skill_2:0,skill_3:1463,team_buff:0,team_energy:253,s1_boost:832,s1_boost_energized:320,s1_energized:435
5665,_c_Yaten,5*,shadow,sword,3721,[Heralds_of_Hinomoto+Jewels_of_the_Sun][Fatalis][HDT2],!<energy & no shapeshift & hp70>,,attack:2579,force_strike:1176,skill_1:1527,skill_2:0,skill_3:382,team_buff:0
-,60,d
8716,Yaten,5*,shadow,sword,3721,[Heralds_of_Hinomoto+Jewels_of_the_Sun][Fatalis][HDT2],<energy & no shapeshift & hp70>,,attack:2155,force_strike:979,skill_1:2794,skill_2:0,skill_3:1234,team_buff:0,team_energy:214,s1_boost:701,s1_boost_energized:269,s1_energized:366
5263,_c_Yaten,5*,shadow,sword,3721,[Heralds_of_Hinomoto+Jewels_of_the_Sun][Fatalis][HDT2],!<energy & no shapeshift & hp70>,,attack:2507,force_strike:1142,skill_1:1290,skill_2:0,skill_3:323,team_buff:0
-,60,kd
9588,Yaten,5*,shadow,sword,3721,[Heralds_of_Hinomoto+Jewels_of_the_Sun][Fatalis][HDT2],<energy & no shapeshift & hp70>,,attack:2370,force_strike:1077,skill_1:3074,skill_2:0,skill_3:1358,team_buff:0,team_energy:235,s1_boost:771,s1_boost_energized:296,s1_energized:403
5790,_c_Yaten,5*,shadow,sword,3721,[Heralds_of_Hinomoto+Jewels_of_the_Sun][Fatalis][HDT2],!<energy & no shapeshift & hp70>,,attack:2758,force_strike:1257,skill_1:1419,skill_2:0,skill_3:355,team_buff:0
-,60,b
8761,Yaten,5*,shadow,sword,3710,[The_Shining_Overlord+Beautiful_Nothingness][Fatalis][HDT2],<energy & no shapeshift & hp70>,,attack:2080,force_strike:945,skill_1:2906,skill_2:0,skill_3:1283,team_buff:0,team_energy:200,s1_boost:729,s1_boost_energized:260,s1_energized:354
5198,_c_Yaten,5*,shadow,sword,3710,[The_Shining_Overlord+Beautiful_Nothingness][Fatalis][HDT2],!<energy & no shapeshift & hp70>,,attack:2419,force_strike:1102,skill_1:1340,skill_2:0,skill_3:335,team_buff:0
-,60,kb
9637,Yaten,5*,shadow,sword,3710,[The_Shining_Overlord+Beautiful_Nothingness][Fatalis][HDT2],<energy & no shapeshift & hp70>,,attack:2288,force_strike:1040,skill_1:3196,skill_2:0,skill_3:1412,team_buff:0,team_energy:220,s1_boost:802,s1_boost_energized:286,s1_energized:389
5718,_c_Yaten,5*,shadow,sword,3710,[The_Shining_Overlord+Beautiful_Nothingness][Fatalis][HDT2],!<energy & no shapeshift & hp70>,,attack:2661,force_strike:1213,skill_1:1475,skill_2:0,skill_3:369,team_buff:0
-,60,rd
9553,Yaten,5*,shadow,sword,3721,[Heralds_of_Hinomoto+Jewels_of_the_Sun][Fatalis][HDT2],<energy & no shapeshift & hp70>,,attack:2155,force_strike:979,skill_1:3213,skill_2:0,skill_3:1419,team_buff:0,team_energy:246,s1_boost:806,s1_boost_energized:310,s1_energized:421
5505,_c_Yaten,5*,shadow,sword,3721,[Heralds_of_Hinomoto+Jewels_of_the_Sun][Fatalis][HDT2],!<energy & no shapeshift & hp70>,,attack:2507,force_strike:1142,skill_1:1484,skill_2:0,skill_3:371,team_buff:0
-,60,krd
10509,Yaten,5*,shadow,sword,3721,[Heralds_of_Hinomoto+Jewels_of_the_Sun][Fatalis][HDT2],<energy & no shapeshift & hp70>,,attack:2370,force_strike:1077,skill_1:3535,skill_2:0,skill_3:1561,team_buff:0,team_energy:270,s1_boost:887,s1_boost_energized:341,s1_energized:463
6056,_c_Yaten,5*,shadow,sword,3721,[Heralds_of_Hinomoto+Jewels_of_the_Sun][Fatalis][HDT2],!<energy & no shapeshift & hp70>,,attack:2758,force_strike:1257,skill_1:1632,skill_2:0,skill_3:408,team_buff:0
-,60,rb
9622,Yaten,5*,shadow,sword,3710,[The_Shining_Overlord+Beautiful_Nothingness][Fatalis][HDT2],<energy & no shapeshift & hp70>,,attack:2080,force_strike:945,skill_1:3342,skill_2:0,skill_3:1476,team_buff:0,team_energy:229,s1_boost:839,s1_boost_energized:299,s1_energized:407
5450,_c_Yaten,5*,shadow,sword,3710,[The_Shining_Overlord+Beautiful_Nothingness][Fatalis][HDT2],!<energy & no shapeshift & hp70>,,attack:2419,force_strike:1102,skill_1:1542,skill_2:0,skill_3:385,team_buff:0
-,60,krb
10584,Yaten,5*,shadow,sword,3710,[The_Shining_Overlord+Beautiful_Nothingness][Fatalis][HDT2],<energy & no shapeshift & hp70>,,attack:2288,force_strike:1040,skill_1:3676,skill_2:0,skill_3:1624,team_buff:0,team_energy:253,s1_boost:923,s1_boost_energized:329,s1_energized:448
5995,_c_Yaten,5*,shadow,sword,3710,[The_Shining_Overlord+Beautiful_Nothingness][Fatalis][HDT2],!<energy & no shapeshift & hp70>,,attack:2661,force_strike:1213,skill_1:1696,skill_2:0,skill_3:424,team_buff:0
-,60,db
9332,Yaten,5*,shadow,sword,3710,[The_Shining_Overlord+Beautiful_Nothingness][Fatalis][HDT2],<energy & no shapeshift & hp70>,,attack:2217,force_strike:1007,skill_1:3095,skill_2:0,skill_3:1367,team_buff:0,team_energy:214,s1_boost:776,s1_boost_energized:277,s1_energized:376
5545,_c_Yaten,5*,shadow,sword,3710,[The_Shining_Overlord+Beautiful_Nothingness][Fatalis][HDT2],!<energy & no shapeshift & hp70>,,attack:2580,force_strike:1176,skill_1:1430,skill_2:0,skill_3:358,team_buff:0
-,60,kdb
10265,Yaten,5*,shadow,sword,3710,[The_Shining_Overlord+Beautiful_Nothingness][Fatalis][HDT2],<energy & no shapeshift & hp70>,,attack:2438,force_strike:1108,skill_1:3404,skill_2:0,skill_3:1504,team_buff:0,team_energy:235,s1_boost:854,s1_boost_energized:305,s1_energized:414
6099,_c_Yaten,5*,shadow,sword,3710,[The_Shining_Overlord+Beautiful_Nothingness][Fatalis][HDT2],!<energy & no shapeshift & hp70>,,attack:2838,force_strike:1294,skill_1:1573,skill_2:0,skill_3:393,team_buff:0
-,60,rdb
10248,Yaten,5*,shadow,sword,3710,[The_Shining_Overlord+Beautiful_Nothingness][Fatalis][HDT2],<energy & no shapeshift & hp70>,,attack:2217,force_strike:1007,skill_1:3559,skill_2:0,skill_3:1573,team_buff:0,team_energy:246,s1_boost:893,s1_boost_energized:318,s1_energized:433
5813,_c_Yaten,5*,shadow,sword,3710,[The_Shining_Overlord+Beautiful_Nothingness][Fatalis][HDT2],!<energy & no shapeshift & hp70>,,attack:2580,force_strike:1176,skill_1:1644,skill_2:0,skill_3:411,team_buff:0
-,60,krdb
11273,Yaten,5*,shadow,sword,3710,[The_Shining_Overlord+Beautiful_Nothingness][Fatalis][HDT2],<energy & no shapeshift & hp70>,,attack:2438,force_strike:1108,skill_1:3915,skill_2:0,skill_3:1730,team_buff:0,team_energy:270,s1_boost:982,s1_boost_energized:350,s1_energized:476
6395,_c_Yaten,5*,shadow,sword,3710,[The_Shining_Overlord+Beautiful_Nothingness][Fatalis][HDT2],!<energy & no shapeshift & hp70>,,attack:2838,force_strike:1294,skill_1:1809,skill_2:0,skill_3:452,team_buff:0
-,120,_
8402,Yaten,5*,shadow,sword,3721,[Heralds_of_Hinomoto+Jewels_of_the_Sun][Fatalis][HDT2],<energy & no shapeshift & hp70>,,attack:2086,force_strike:952,skill_1:2803,skill_2:0,skill_3:983,team_buff:0,team_energy:175,s1_boost:762,s1_boost_energized:293,s1_energized:344
4985,_c_Yaten,5*,shadow,sword,3721,[Heralds_of_Hinomoto+Jewels_of_the_Sun][Fatalis][HDT2],!<energy & no shapeshift & hp70>,,attack:2281,force_strike:1039,skill_1:1210,skill_2:0,skill_3:454,team_buff:0
-,120,k
9242,Yaten,5*,shadow,sword,3721,[Heralds_of_Hinomoto+Jewels_of_the_Sun][Fatalis][HDT2],<energy & no shapeshift & hp70>,,attack:2295,force_strike:1048,skill_1:3083,skill_2:0,skill_3:1082,team_buff:0,team_energy:192,s1_boost:839,s1_boost_energized:322,s1_energized:378
5483,_c_Yaten,5*,shadow,sword,3721,[Heralds_of_Hinomoto+Jewels_of_the_Sun][Fatalis][HDT2],!<energy & no shapeshift & hp70>,,attack:2509,force_strike:1143,skill_1:1331,skill_2:0,skill_3:499,team_buff:0
-,120,r
9206,Yaten,5*,shadow,sword,3721,[Heralds_of_Hinomoto+Jewels_of_the_Sun][Fatalis][HDT2],<energy & no shapeshift & hp70>,,attack:2086,force_strike:952,skill_1:3223,skill_2:0,skill_3:1131,team_buff:0,team_energy:201,s1_boost:877,s1_boost_energized:337,s1_energized:396
5234,_c_Yaten,5*,shadow,sword,3721,[Heralds_of_Hinomoto+Jewels_of_the_Sun][Fatalis][HDT2],!<energy & no shapeshift & hp70>,,attack:2281,force_strike:1039,skill_1:1391,skill_2:0,skill_3:522,team_buff:0
-,120,kr
10127,Yaten,5*,shadow,sword,3721,[Heralds_of_Hinomoto+Jewels_of_the_Sun][Fatalis][HDT2],<energy & no shapeshift & hp70>,,attack:2295,force_strike:1048,skill_1:3545,skill_2:0,skill_3:1244,team_buff:0,team_energy:221,s1_boost:964,s1_boost_energized:371,s1_energized:435
5758,_c_Yaten,5*,shadow,sword,3721,[Heralds_of_Hinomoto+Jewels_of_the_Sun][Fatalis][HDT2],!<energy & no shapeshift & hp70>,,attack:2509,force_strike:1143,skill_1:1530,skill_2:0,skill_3:574,team_buff:0
-,120,d
8966,Yaten,5*,shadow,sword,3721,[Heralds_of_Hinomoto+Jewels_of_the_Sun][Fatalis][HDT2],<energy & no shapeshift & hp70>,,attack:2227,force_strike:1017,skill_1:2991,skill_2:0,skill_3:1050,team_buff:0,team_energy:187,s1_boost:813,s1_boost_energized:312,s1_energized:366
5329,_c_Yaten,5*,shadow,sword,3721,[Heralds_of_Hinomoto+Jewels_of_the_Sun][Fatalis][HDT2],!<energy & no shapeshift & hp70>,,attack:2438,force_strike:1111,skill_1:1293,skill_2:0,skill_3:485,team_buff:0
-,120,kd
9863,Yaten,5*,shadow,sword,3721,[Heralds_of_Hinomoto+Jewels_of_the_Sun][Fatalis][HDT2],<energy & no shapeshift & hp70>,,attack:2450,force_strike:1118,skill_1:3290,skill_2:0,skill_3:1155,team_buff:0,team_energy:205,s1_boost:894,s1_boost_energized:344,s1_energized:403
5862,_c_Yaten,5*,shadow,sword,3721,[Heralds_of_Hinomoto+Jewels_of_the_Sun][Fatalis][HDT2],!<energy & no shapeshift & hp70>,,attack:2682,force_strike:1222,skill_1:1423,skill_2:0,skill_3:534,team_buff:0
-,120,b
9014,Yaten,5*,shadow,sword,3710,[The_Shining_Overlord+Beautiful_Nothingness][Fatalis][HDT2],<energy & no shapeshift & hp70>,,attack:2150,force_strike:982,skill_1:3110,skill_2:0,skill_3:1092,team_buff:0,team_energy:175,s1_boost:846,s1_boost_energized:302,s1_energized:354
5274,_c_Yaten,5*,shadow,sword,3710,[The_Shining_Overlord+Beautiful_Nothingness][Fatalis][HDT2],!<energy & no shapeshift & hp70>,,attack:2353,force_strike:1072,skill_1:1344,skill_2:0,skill_3:504,team_buff:0
-,120,kb
9915,Yaten,5*,shadow,sword,3710,[The_Shining_Overlord+Beautiful_Nothingness][Fatalis][HDT2],<energy & no shapeshift & hp70>,,attack:2366,force_strike:1080,skill_1:3422,skill_2:0,skill_3:1201,team_buff:0,team_energy:192,s1_boost:930,s1_boost_energized:332,s1_energized:390
5801,_c_Yaten,5*,shadow,sword,3710,[The_Shining_Overlord+Beautiful_Nothingness][Fatalis][HDT2],!<energy & no shapeshift & hp70>,,attack:2588,force_strike:1179,skill_1:1478,skill_2:0,skill_3:555,team_buff:0
-,120,rd
9825,Yaten,5*,shadow,sword,3721,[Heralds_of_Hinomoto+Jewels_of_the_Sun][Fatalis][HDT2],<energy & no shapeshift & hp70>,,attack:2227,force_strike:1017,skill_1:3440,skill_2:0,skill_3:1208,team_buff:0,team_energy:215,s1_boost:935,s1_boost_energized:359,s1_energized:421
5596,_c_Yaten,5*,shadow,sword,3721,[Heralds_of_Hinomoto+Jewels_of_the_Sun][Fatalis][HDT2],!<energy & no shapeshift & hp70>,,attack:2438,force_strike:1111,skill_1:1487,skill_2:0,skill_3:558,team_buff:0
-,120,krd
10807,Yaten,5*,shadow,sword,3721,[Heralds_of_Hinomoto+Jewels_of_the_Sun][Fatalis][HDT2],<energy & no shapeshift & hp70>,,attack:2450,force_strike:1118,skill_1:3784,skill_2:0,skill_3:1329,team_buff:0,team_energy:236,s1_boost:1028,s1_boost_energized:395,s1_energized:464
6155,_c_Yaten,5*,shadow,sword,3721,[Heralds_of_Hinomoto+Jewels_of_the_Sun][Fatalis][HDT2],!<energy & no shapeshift & hp70>,,attack:2682,force_strike:1222,skill_1:1636,skill_2:0,skill_3:614,team_buff:0
-,120,rb
9896,Yaten,5*,shadow,sword,3710,[The_Shining_Overlord+Beautiful_Nothingness][Fatalis][HDT2],<energy & no shapeshift & hp70>,,attack:2150,force_strike:982,skill_1:3577,skill_2:0,skill_3:1256,team_buff:0,team_energy:201,s1_boost:973,s1_boost_energized:347,s1_energized:407
5551,_c_Yaten,5*,shadow,sword,3710,[The_Shining_Overlord+Beautiful_Nothingness][Fatalis][HDT2],!<energy & no shapeshift & hp70>,,attack:2353,force_strike:1072,skill_1:1545,skill_2:0,skill_3:580,team_buff:0
-,120,krb
10885,Yaten,5*,shadow,sword,3710,[The_Shining_Overlord+Beautiful_Nothingness][Fatalis][HDT2],<energy & no shapeshift & hp70>,,attack:2366,force_strike:1080,skill_1:3935,skill_2:0,skill_3:1381,team_buff:0,team_energy:221,s1_boost:1070,s1_boost_energized:382,s1_energized:448
6106,_c_Yaten,5*,shadow,sword,3710,[The_Shining_Overlord+Beautiful_Nothingness][Fatalis][HDT2],!<energy & no shapeshift & hp70>,,attack:2588,force_strike:1179,skill_1:1700,skill_2:0,skill_3:638,team_buff:0
-,120,db
9600,Yaten,5*,shadow,sword,3710,[The_Shining_Overlord+Beautiful_Nothingness][Fatalis][HDT2],<energy & no shapeshift & hp70>,,attack:2291,force_strike:1046,skill_1:3313,skill_2:0,skill_3:1163,team_buff:0,team_energy:187,s1_boost:900,s1_boost_energized:321,s1_energized:377
5626,_c_Yaten,5*,shadow,sword,3710,[The_Shining_Overlord+Beautiful_Nothingness][Fatalis][HDT2],!<energy & no shapeshift & hp70>,,attack:2510,force_strike:1143,skill_1:1433,skill_2:0,skill_3:538,team_buff:0
-,120,kdb
10560,Yaten,5*,shadow,sword,3710,[The_Shining_Overlord+Beautiful_Nothingness][Fatalis][HDT2],<energy & no shapeshift & hp70>,,attack:2520,force_strike:1150,skill_1:3644,skill_2:0,skill_3:1280,team_buff:0,team_energy:205,s1_boost:990,s1_boost_energized:353,s1_energized:414
6188,_c_Yaten,5*,shadow,sword,3710,[The_Shining_Overlord+Beautiful_Nothingness][Fatalis][HDT2],!<energy & no shapeshift & hp70>,,attack:2761,force_strike:1257,skill_1:1577,skill_2:0,skill_3:592,team_buff:0
-,120,rdb
