-,60,_
7643,V_Orion,3*,flame,sword,3836,[The_Shining_Overlord+Elegant_Escort][Sakuya][Agito],<0 resist>,no s2; 90% burn uptime,attack:2152,force_strike:921,skill_1:3532,skill_2:0,skill_3:0,team_buff:0,s1_burn:1037
5312,_c_V_Orion,3*,flame,sword,3836,[The_Shining_Overlord+Elegant_Escort][Sakuya][Agito],!<0 resist>,no s2,attack:1702,force_strike:736,skill_1:2874,skill_2:0,skill_3:0,team_buff:0,s1_burn:0
-,60,k
8407,V_Orion,3*,flame,sword,3836,[The_Shining_Overlord+Elegant_Escort][Sakuya][Agito],<0 resist>,no s2; 90% burn uptime,attack:2367,force_strike:1013,skill_1:3885,skill_2:0,skill_3:0,team_buff:0,s1_burn:1141
5844,_c_V_Orion,3*,flame,sword,3836,[The_Shining_Overlord+Elegant_Escort][Sakuya][Agito],!<0 resist>,no s2,attack:1872,force_strike:809,skill_1:3162,skill_2:0,skill_3:0,team_buff:0,s1_burn:0
-,60,r
8328,V_Orion,3*,flame,sword,3836,[The_Shining_Overlord+Elegant_Escort][Sakuya][Agito],<0 resist>,no s2; 90% burn uptime,attack:2152,force_strike:921,skill_1:4061,skill_2:0,skill_3:0,team_buff:0,s1_burn:1193
5744,_c_V_Orion,3*,flame,sword,3836,[The_Shining_Overlord+Elegant_Escort][Sakuya][Agito],!<0 resist>,no s2,attack:1702,force_strike:736,skill_1:3306,skill_2:0,skill_3:0,team_buff:0,s1_burn:0
-,60,kr
9161,V_Orion,3*,flame,sword,3836,[The_Shining_Overlord+Elegant_Escort][Sakuya][Agito],<0 resist>,no s2; 90% burn uptime,attack:2367,force_strike:1013,skill_1:4468,skill_2:0,skill_3:0,team_buff:0,s1_burn:1312
6318,_c_V_Orion,3*,flame,sword,3836,[The_Shining_Overlord+Elegant_Escort][Sakuya][Agito],!<0 resist>,no s2,attack:1872,force_strike:809,skill_1:3636,skill_2:0,skill_3:0,team_buff:0,s1_burn:0
-,60,d
8170,V_Orion,3*,flame,sword,3836,[The_Shining_Overlord+Elegant_Escort][Sakuya][Agito],<0 resist>,no s2; 90% burn uptime,attack:2300,force_strike:984,skill_1:3775,skill_2:0,skill_3:0,team_buff:0,s1_burn:1109
5679,_c_V_Orion,3*,flame,sword,3836,[The_Shining_Overlord+Elegant_Escort][Sakuya][Agito],!<0 resist>,no s2,attack:1819,force_strike:786,skill_1:3073,skill_2:0,skill_3:0,team_buff:0,s1_burn:0
-,60,kd
8987,V_Orion,3*,flame,sword,3836,[The_Shining_Overlord+Elegant_Escort][Sakuya][Agito],<0 resist>,no s2; 90% burn uptime,attack:2530,force_strike:1083,skill_1:4153,skill_2:0,skill_3:0,team_buff:0,s1_burn:1220
6247,_c_V_Orion,3*,flame,sword,3836,[The_Shining_Overlord+Elegant_Escort][Sakuya][Agito],!<0 resist>,no s2,attack:2001,force_strike:865,skill_1:3380,skill_2:0,skill_3:0,team_buff:0,s1_burn:0
-,60,b
8094,V_Orion,3*,flame,sword,3836,[The_Shining_Overlord+Elegant_Escort][Sakuya][Agito],<0 resist>,no s2; 90% burn uptime,attack:2227,force_strike:698,skill_1:4035,skill_2:0,skill_3:0,team_buff:0,s1_burn:1133
5509,_c_V_Orion,3*,flame,sword,3836,[The_Shining_Overlord+Elegant_Escort][Sakuya][Agito],!<0 resist>,no s2,attack:1761,force_strike:552,skill_1:3195,skill_2:0,skill_3:0,team_buff:0,s1_burn:0
-,60,kb
8903,V_Orion,3*,flame,sword,3836,[The_Shining_Overlord+Elegant_Escort][Sakuya][Agito],<0 resist>,no s2; 90% burn uptime,attack:2450,force_strike:768,skill_1:4438,skill_2:0,skill_3:0,team_buff:0,s1_burn:1246
6060,_c_V_Orion,3*,flame,sword,3836,[The_Shining_Overlord+Elegant_Escort][Sakuya][Agito],!<0 resist>,no s2,attack:1938,force_strike:607,skill_1:3514,skill_2:0,skill_3:0,team_buff:0,s1_burn:0
-,60,rd
8903,V_Orion,3*,flame,sword,3836,[The_Shining_Overlord+Elegant_Escort][Sakuya][Agito],<0 resist>,no s2; 90% burn uptime,attack:2300,force_strike:984,skill_1:4342,skill_2:0,skill_3:0,team_buff:0,s1_burn:1275
6140,_c_V_Orion,3*,flame,sword,3836,[The_Shining_Overlord+Elegant_Escort][Sakuya][Agito],!<0 resist>,no s2,attack:1819,force_strike:786,skill_1:3534,skill_2:0,skill_3:0,team_buff:0,s1_burn:0
-,60,krd
9793,V_Orion,3*,flame,sword,3836,[The_Shining_Overlord+Elegant_Escort][Sakuya][Agito],<0 resist>,no s2; 90% burn uptime,attack:2530,force_strike:1083,skill_1:4776,skill_2:0,skill_3:0,team_buff:0,s1_burn:1403
6754,_c_V_Orion,3*,flame,sword,3836,[The_Shining_Overlord+Elegant_Escort][Sakuya][Agito],!<0 resist>,no s2,attack:2001,force_strike:865,skill_1:3887,skill_2:0,skill_3:0,team_buff:0,s1_burn:0
-,60,rb
8869,V_Orion,3*,flame,sword,3836,[The_Shining_Overlord+Elegant_Escort][Sakuya][Agito],<0 resist>,no s2; 90% burn uptime,attack:2227,force_strike:698,skill_1:4640,skill_2:0,skill_3:0,team_buff:0,s1_burn:1303
5988,_c_V_Orion,3*,flame,sword,3836,[The_Shining_Overlord+Elegant_Escort][Sakuya][Agito],!<0 resist>,no s2,attack:1761,force_strike:552,skill_1:3674,skill_2:0,skill_3:0,team_buff:0,s1_burn:0
-,60,krb
9756,V_Orion,3*,flame,sword,3836,[The_Shining_Overlord+Elegant_Escort][Sakuya][Agito],<0 resist>,no s2; 90% burn uptime,attack:2450,force_strike:768,skill_1:5104,skill_2:0,skill_3:0,team_buff:0,s1_burn:1433
6587,_c_V_Orion,3*,flame,sword,3836,[The_Shining_Overlord+Elegant_Escort][Sakuya][Agito],!<0 resist>,no s2,attack:1938,force_strike:607,skill_1:4041,skill_2:0,skill_3:0,team_buff:0,s1_burn:0
-,60,db
8652,V_Orion,3*,flame,sword,3836,[The_Shining_Overlord+Elegant_Escort][Sakuya][Agito],<0 resist>,no s2; 90% burn uptime,attack:2381,force_strike:746,skill_1:4313,skill_2:0,skill_3:0,team_buff:0,s1_burn:1211
5889,_c_V_Orion,3*,flame,sword,3836,[The_Shining_Overlord+Elegant_Escort][Sakuya][Agito],!<0 resist>,no s2,attack:1883,force_strike:590,skill_1:3415,skill_2:0,skill_3:0,team_buff:0,s1_burn:0
-,60,kdb
