-,60,_
13298,MH_Sarisse,5*,water,bow,3692,[The_Lurker_in_the_Woods+Dear_Diary][Dragonyule_Jeanne][HDT2],<lance+ distance from HBH sized enemy & hp30 every 90s>,fs hit count vary on distance and enemy size; extra hits do 70% less damage than previous hits,attack:0,force_strike:8704,skill_1:1982,skill_2:0,skill_3:0,team_buff:0,fs_extra_1:2611
9715,_c_MH_Sarisse,5*,water,bow,3692,[The_Lurker_in_the_Woods+Dear_Diary][Dragonyule_Jeanne][HDT2],!<lance+ distance from HBH sized enemy & hp30 every 90s>,fs hit count vary on distance and enemy size; extra hits do 70% less damage than previous hits,attack:0,force_strike:7913,skill_1:1802,skill_2:0,skill_3:0,team_buff:0
-,60,k
14627,MH_Sarisse,5*,water,bow,3692,[The_Lurker_in_the_Woods+Dear_Diary][Dragonyule_Jeanne][HDT2],<lance+ distance from HBH sized enemy & hp30 every 90s>,fs hit count vary on distance and enemy size; extra hits do 70% less damage than previous hits,attack:0,force_strike:9574,skill_1:2180,skill_2:0,skill_3:0,team_buff:0,fs_extra_1:2872
10686,_c_MH_Sarisse,5*,water,bow,3692,[The_Lurker_in_the_Woods+Dear_Diary][Dragonyule_Jeanne][HDT2],!<lance+ distance from HBH sized enemy & hp30 every 90s>,fs hit count vary on distance and enemy size; extra hits do 70% less damage than previous hits,attack:0,force_strike:8704,skill_1:1982,skill_2:0,skill_3:0,team_buff:0
-,60,r
13595,MH_Sarisse,5*,water,bow,3692,[The_Lurker_in_the_Woods+Dear_Diary][Dragonyule_Jeanne][HDT2],<lance+ distance from HBH sized enemy & hp30 every 90s>,fs hit count vary on distance and enemy size; extra hits do 70% less damage than previous hits,attack:0,force_strike:8704,skill_1:2279,skill_2:0,skill_3:0,team_buff:0,fs_extra_1:2611
9985,_c_MH_Sarisse,5*,water,bow,3692,[The_Lurker_in_the_Woods+Dear_Diary][Dragonyule_Jeanne][HDT2],!<lance+ distance from HBH sized enemy & hp30 every 90s>,fs hit count vary on distance and enemy size; extra hits do 70% less damage than previous hits,attack:0,force_strike:7913,skill_1:2072,skill_2:0,skill_3:0,team_buff:0
-,60,kr
14955,MH_Sarisse,5*,water,bow,3692,[The_Lurker_in_the_Woods+Dear_Diary][Dragonyule_Jeanne][HDT2],<lance+ distance from HBH sized enemy & hp30 every 90s>,fs hit count vary on distance and enemy size; extra hits do 70% less damage than previous hits,attack:0,force_strike:9574,skill_1:2507,skill_2:0,skill_3:0,team_buff:0,fs_extra_1:2872
10984,_c_MH_Sarisse,5*,water,bow,3692,[The_Lurker_in_the_Woods+Dear_Diary][Dragonyule_Jeanne][HDT2],!<lance+ distance from HBH sized enemy & hp30 every 90s>,fs hit count vary on distance and enemy size; extra hits do 70% less damage than previous hits,attack:0,force_strike:8704,skill_1:2279,skill_2:0,skill_3:0,team_buff:0
-,60,d
14041,MH_Sarisse,5*,water,bow,3692,[The_Lurker_in_the_Woods+Dear_Diary][Dragonyule_Jeanne][HDT2],<lance+ distance from HBH sized enemy & hp30 every 90s>,fs hit count vary on distance and enemy size; extra hits do 70% less damage than previous hits,attack:0,force_strike:9190,skill_1:2093,skill_2:0,skill_3:0,team_buff:0,fs_extra_1:2757
10258,_c_MH_Sarisse,5*,water,bow,3692,[The_Lurker_in_the_Woods+Dear_Diary][Dragonyule_Jeanne][HDT2],!<lance+ distance from HBH sized enemy & hp30 every 90s>,fs hit count vary on distance and enemy size; extra hits do 70% less damage than previous hits,attack:0,force_strike:8355,skill_1:1903,skill_2:0,skill_3:0,team_buff:0
-,60,kd
15445,MH_Sarisse,5*,water,bow,3692,[The_Lurker_in_the_Woods+Dear_Diary][Dragonyule_Jeanne][HDT2],<lance+ distance from HBH sized enemy & hp30 every 90s>,fs hit count vary on distance and enemy size; extra hits do 70% less damage than previous hits,attack:0,force_strike:10110,skill_1:2302,skill_2:0,skill_3:0,team_buff:0,fs_extra_1:3033
11284,_c_MH_Sarisse,5*,water,bow,3692,[The_Lurker_in_the_Woods+Dear_Diary][Dragonyule_Jeanne][HDT2],!<lance+ distance from HBH sized enemy & hp30 every 90s>,fs hit count vary on distance and enemy size; extra hits do 70% less damage than previous hits,attack:0,force_strike:9190,skill_1:2093,skill_2:0,skill_3:0,team_buff:0
-,60,b
13298,MH_Sarisse,5*,water,bow,3692,[The_Lurker_in_the_Woods+Dear_Diary][Dragonyule_Jeanne][HDT2],<lance+ distance from HBH sized enemy & hp30 every 90s>,fs hit count vary on distance and enemy size; extra hits do 70% less damage than previous hits,attack:0,force_strike:8704,skill_1:1982,skill_2:0,skill_3:0,team_buff:0,fs_extra_1:2611
9715,_c_MH_Sarisse,5*,water,bow,3692,[The_Lurker_in_the_Woods+Dear_Diary][Dragonyule_Jeanne][HDT2],!<lance+ distance from HBH sized enemy & hp30 every 90s>,fs hit count vary on distance and enemy size; extra hits do 70% less damage than previous hits,attack:0,force_strike:7913,skill_1:1802,skill_2:0,skill_3:0,team_buff:0
-,60,kb
14627,MH_Sarisse,5*,water,bow,3692,[The_Lurker_in_the_Woods+Dear_Diary][Dragonyule_Jeanne][HDT2],<lance+ distance from HBH sized enemy & hp30 every 90s>,fs hit count vary on distance and enemy size; extra hits do 70% less damage than previous hits,attack:0,force_strike:9574,skill_1:2180,skill_2:0,skill_3:0,team_buff:0,fs_extra_1:2872
10686,_c_MH_Sarisse,5*,water,bow,3692,[The_Lurker_in_the_Woods+Dear_Diary][Dragonyule_Jeanne][HDT2],!<lance+ distance from HBH sized enemy & hp30 every 90s>,fs hit count vary on distance and enemy size; extra hits do 70% less damage than previous hits,attack:0,force_strike:8704,skill_1:1982,skill_2:0,skill_3:0,team_buff:0
-,60,rd
14355,MH_Sarisse,5*,water,bow,3692,[The_Lurker_in_the_Woods+Dear_Diary][Dragonyule_Jeanne][HDT2],<lance+ distance from HBH sized enemy & hp30 every 90s>,fs hit count vary on distance and enemy size; extra hits do 70% less damage than previous hits,attack:0,force_strike:9190,skill_1:2407,skill_2:0,skill_3:0,team_buff:0,fs_extra_1:2757
