-,sp,_
14381,Euden,4*,flame,sword,4038,[The_Shining_Overlord+Elegant_Escort][Apollo][Agito],<0 burn res>,DKR > Apollo if more than 1 burn user; 82% burn uptime,attack:3069,force_strike:1150,skill_1:3808,skill_2:1587,skill_3:0,team_buff:518,s1_burn:750,ds_burn:166,dx:2668,ds:660
9831,_c_Euden,4*,flame,sword,4038,[The_Shining_Overlord+Elegant_Escort][Apollo][Agito],!<0 burn res>,DKR > Apollo if more than 1 burn user,attack:2199,force_strike:829,skill_1:2782,skill_2:1098,skill_3:0,team_buff:518,s1_burn:0,ds_burn:0,dx:1932,ds:469
-,sp,k
15820,Euden,4*,flame,sword,4038,[The_Shining_Overlord+Elegant_Escort][Apollo][Agito],<0 burn res>,DKR > Apollo if more than 1 burn user; 82% burn uptime,attack:3376,force_strike:1265,skill_1:4189,skill_2:1746,skill_3:0,team_buff:570,s1_burn:826,ds_burn:183,dx:2935,ds:726
10814,_c_Euden,4*,flame,sword,4038,[The_Shining_Overlord+Elegant_Escort][Apollo][Agito],!<0 burn res>,DKR > Apollo if more than 1 burn user,attack:2419,force_strike:912,skill_1:3061,skill_2:1208,skill_3:0,team_buff:570,s1_burn:0,ds_burn:0,dx:2125,ds:516
-,sp,r
15469,Euden,4*,flame,sword,4038,[The_Shining_Overlord+Elegant_Escort][Apollo][Agito],<0 burn res>,DKR > Apollo if more than 1 burn user; 82% burn uptime,attack:3069,force_strike:1150,skill_1:4380,skill_2:1825,skill_3:0,team_buff:559,s1_burn:863,ds_burn:191,dx:2668,ds:759
10525,_c_Euden,4*,flame,sword,4038,[The_Shining_Overlord+Elegant_Escort][Apollo][Agito],!<0 burn res>,DKR > Apollo if more than 1 burn user,attack:2199,force_strike:829,skill_1:3200,skill_2:1263,skill_3:0,team_buff:559,s1_burn:0,ds_burn:0,dx:1932,ds:540
-,sp,kr
17016,Euden,4*,flame,sword,4038,[The_Shining_Overlord+Elegant_Escort][Apollo][Agito],<0 burn res>,DKR > Apollo if more than 1 burn user; 82% burn uptime,attack:3376,force_strike:1265,skill_1:4818,skill_2:2008,skill_3:0,team_buff:615,s1_burn:949,ds_burn:210,dx:2935,ds:835
11577,_c_Euden,4*,flame,sword,4038,[The_Shining_Overlord+Elegant_Escort][Apollo][Agito],!<0 burn res>,DKR > Apollo if more than 1 burn user,attack:2419,force_strike:912,skill_1:3520,skill_2:1389,skill_3:0,team_buff:615,s1_burn:0,ds_burn:0,dx:2125,ds:594
-,sp,d
