-,60,_
7237,D_Xander,4*,water,wand,3712,[Candy_Couriers+Primal_Crisis][Siren][HDT2],<energy & hit15>,,attack:1977,force_strike:0,skill_1:3470,skill_2:0,skill_3:1249,team_buff:482,team_energy:57
5882,_c_D_Xander,4*,water,wand,3712,[Candy_Couriers+Primal_Crisis][Siren][HDT2],!<energy & hit15>,,attack:1615,force_strike:0,skill_1:2782,skill_2:0,skill_3:1001,team_buff:482
-,60,k
7960,D_Xander,4*,water,wand,3712,[Candy_Couriers+Primal_Crisis][Siren][HDT2],<energy & hit15>,,attack:2174,force_strike:0,skill_1:3817,skill_2:0,skill_3:1374,team_buff:531,team_energy:63
6470,_c_D_Xander,4*,water,wand,3712,[Candy_Couriers+Primal_Crisis][Siren][HDT2],!<energy & hit15>,,attack:1776,force_strike:0,skill_1:3060,skill_2:0,skill_3:1101,team_buff:531
-,60,r
7237,D_Xander,4*,water,wand,3712,[Candy_Couriers+Primal_Crisis][Siren][HDT2],<energy & hit15>,,attack:1977,force_strike:0,skill_1:3470,skill_2:0,skill_3:1249,team_buff:482,team_energy:57
5882,_c_D_Xander,4*,water,wand,3712,[Candy_Couriers+Primal_Crisis][Siren][HDT2],!<energy & hit15>,,attack:1615,force_strike:0,skill_1:2782,skill_2:0,skill_3:1001,team_buff:482
-,60,kr
7960,D_Xander,4*,water,wand,3712,[Candy_Couriers+Primal_Crisis][Siren][HDT2],<energy & hit15>,,attack:2174,force_strike:0,skill_1:3817,skill_2:0,skill_3:1374,team_buff:531,team_energy:63
6470,_c_D_Xander,4*,water,wand,3712,[Candy_Couriers+Primal_Crisis][Siren][HDT2],!<energy & hit15>,,attack:1776,force_strike:0,skill_1:3060,skill_2:0,skill_3:1101,team_buff:531
-,60,d
7708,D_Xander,4*,water,wand,3712,[Candy_Couriers+Primal_Crisis][Siren][HDT2],<energy & hit15>,,attack:2105,force_strike:0,skill_1:3694,skill_2:0,skill_3:1330,team_buff:516,team_energy:61
6288,_c_D_Xander,4*,water,wand,3712,[Candy_Couriers+Primal_Crisis][Siren][HDT2],!<energy & hit15>,,attack:1726,force_strike:0,skill_1:2974,skill_2:0,skill_3:1070,team_buff:516
-,60,kd
8478,D_Xander,4*,water,wand,3712,[Candy_Couriers+Primal_Crisis][Siren][HDT2],<energy & hit15>,,attack:2316,force_strike:0,skill_1:4063,skill_2:0,skill_3:1463,team_buff:568,team_energy:67
6917,_c_D_Xander,4*,water,wand,3712,[Candy_Couriers+Primal_Crisis][Siren][HDT2],!<energy & hit15>,,attack:1899,force_strike:0,skill_1:3272,skill_2:0,skill_3:1178,team_buff:568
-,60,b
7261,D_Xander,4*,water,wand,3712,[Candy_Couriers+Primal_Crisis][Siren][HDT2],<energy & hit15>,,attack:1977,force_strike:0,skill_1:3470,skill_2:0,skill_3:1249,team_buff:506,team_energy:57
5906,_c_D_Xander,4*,water,wand,3712,[Candy_Couriers+Primal_Crisis][Siren][HDT2],!<energy & hit15>,,attack:1615,force_strike:0,skill_1:2782,skill_2:0,skill_3:1001,team_buff:506
-,60,kb
7987,D_Xander,4*,water,wand,3712,[Candy_Couriers+Primal_Crisis][Siren][HDT2],<energy & hit15>,,attack:2174,force_strike:0,skill_1:3817,skill_2:0,skill_3:1374,team_buff:557,team_energy:63
6496,_c_D_Xander,4*,water,wand,3712,[Candy_Couriers+Primal_Crisis][Siren][HDT2],!<energy & hit15>,,attack:1776,force_strike:0,skill_1:3060,skill_2:0,skill_3:1101,team_buff:557
-,60,rd
7708,D_Xander,4*,water,wand,3712,[Candy_Couriers+Primal_Crisis][Siren][HDT2],<energy & hit15>,,attack:2105,force_strike:0,skill_1:3694,skill_2:0,skill_3:1330,team_buff:516,team_energy:61
6288,_c_D_Xander,4*,water,wand,3712,[Candy_Couriers+Primal_Crisis][Siren][HDT2],!<energy & hit15>,,attack:1726,force_strike:0,skill_1:2974,skill_2:0,skill_3:1070,team_buff:516
-,60,krd
8478,D_Xander,4*,water,wand,3712,[Candy_Couriers+Primal_Crisis][Siren][HDT2],<energy & hit15>,,attack:2316,force_strike:0,skill_1:4063,skill_2:0,skill_3:1463,team_buff:568,team_energy:67
6917,_c_D_Xander,4*,water,wand,3712,[Candy_Couriers+Primal_Crisis][Siren][HDT2],!<energy & hit15>,,attack:1899,force_strike:0,skill_1:3272,skill_2:0,skill_3:1178,team_buff:568
-,60,rb
7261,D_Xander,4*,water,wand,3712,[Candy_Couriers+Primal_Crisis][Siren][HDT2],<energy & hit15>,,attack:1977,force_strike:0,skill_1:3470,skill_2:0,skill_3:1249,team_buff:506,team_energy:57
5906,_c_D_Xander,4*,water,wand,3712,[Candy_Couriers+Primal_Crisis][Siren][HDT2],!<energy & hit15>,,attack:1615,force_strike:0,skill_1:2782,skill_2:0,skill_3:1001,team_buff:506
-,60,krb
7987,D_Xander,4*,water,wand,3712,[Candy_Couriers+Primal_Crisis][Siren][HDT2],<energy & hit15>,,attack:2174,force_strike:0,skill_1:3817,skill_2:0,skill_3:1374,team_buff:557,team_energy:63
6496,_c_D_Xander,4*,water,wand,3712,[Candy_Couriers+Primal_Crisis][Siren][HDT2],!<energy & hit15>,,attack:1776,force_strike:0,skill_1:3060,skill_2:0,skill_3:1101,team_buff:557
-,60,db
7733,D_Xander,4*,water,wand,3712,[Candy_Couriers+Primal_Crisis][Siren][HDT2],<energy & hit15>,,attack:2105,force_strike:0,skill_1:3694,skill_2:0,skill_3:1330,team_buff:542,team_energy:61
6314,_c_D_Xander,4*,water,wand,3712,[Candy_Couriers+Primal_Crisis][Siren][HDT2],!<energy & hit15>,,attack:1726,force_strike:0,skill_1:2974,skill_2:0,skill_3:1070,team_buff:542
-,60,kdb
8507,D_Xander,4*,water,wand,3712,[Candy_Couriers+Primal_Crisis][Siren][HDT2],<energy & hit15>,,attack:2316,force_strike:0,skill_1:4063,skill_2:0,skill_3:1463,team_buff:596,team_energy:67
6945,_c_D_Xander,4*,water,wand,3712,[Candy_Couriers+Primal_Crisis][Siren][HDT2],!<energy & hit15>,,attack:1899,force_strike:0,skill_1:3272,skill_2:0,skill_3:1178,team_buff:596
-,60,rdb
7733,D_Xander,4*,water,wand,3712,[Candy_Couriers+Primal_Crisis][Siren][HDT2],<energy & hit15>,,attack:2105,force_strike:0,skill_1:3694,skill_2:0,skill_3:1330,team_buff:542,team_energy:61
6314,_c_D_Xander,4*,water,wand,3712,[Candy_Couriers+Primal_Crisis][Siren][HDT2],!<energy & hit15>,,attack:1726,force_strike:0,skill_1:2974,skill_2:0,skill_3:1070,team_buff:542
-,60,krdb
8507,D_Xander,4*,water,wand,3712,[Candy_Couriers+Primal_Crisis][Siren][HDT2],<energy & hit15>,,attack:2316,force_strike:0,skill_1:4063,skill_2:0,skill_3:1463,team_buff:596,team_energy:67
6945,_c_D_Xander,4*,water,wand,3712,[Candy_Couriers+Primal_Crisis][Siren][HDT2],!<energy & hit15>,,attack:1899,force_strike:0,skill_1:3272,skill_2:0,skill_3:1178,team_buff:596
-,120,_
7526,D_Xander,4*,water,wand,3712,[Candy_Couriers+Primal_Crisis][Siren][HDT2],<energy & hit15>,,attack:2031,force_strike:0,skill_1:3508,skill_2:0,skill_3:1247,team_buff:681,team_energy:57
6138,_c_D_Xander,4*,water,wand,3712,[Candy_Couriers+Primal_Crisis][Siren][HDT2],!<energy & hit15>,,attack:1643,force_strike:0,skill_1:2812,skill_2:0,skill_3:1000,team_buff:681
-,120,k
8279,D_Xander,4*,water,wand,3712,[Candy_Couriers+Primal_Crisis][Siren][HDT2],<energy & hit15>,,attack:2234,force_strike:0,skill_1:3859,skill_2:0,skill_3:1372,team_buff:749,team_energy:63
6752,_c_D_Xander,4*,water,wand,3712,[Candy_Couriers+Primal_Crisis][Siren][HDT2],!<energy & hit15>,,attack:1808,force_strike:0,skill_1:3094,skill_2:0,skill_3:1100,team_buff:749
-,120,r
7526,D_Xander,4*,water,wand,3712,[Candy_Couriers+Primal_Crisis][Siren][HDT2],<energy & hit15>,,attack:2031,force_strike:0,skill_1:3508,skill_2:0,skill_3:1247,team_buff:681,team_energy:57
6138,_c_D_Xander,4*,water,wand,3712,[Candy_Couriers+Primal_Crisis][Siren][HDT2],!<energy & hit15>,,attack:1643,force_strike:0,skill_1:2812,skill_2:0,skill_3:1000,team_buff:681
-,120,kr
8279,D_Xander,4*,water,wand,3712,[Candy_Couriers+Primal_Crisis][Siren][HDT2],<energy & hit15>,,attack:2234,force_strike:0,skill_1:3859,skill_2:0,skill_3:1372,team_buff:749,team_energy:63
6752,_c_D_Xander,4*,water,wand,3712,[Candy_Couriers+Primal_Crisis][Siren][HDT2],!<energy & hit15>,,attack:1808,force_strike:0,skill_1:3094,skill_2:0,skill_3:1100,team_buff:749
-,120,d
