-,60,_
12887,Cassandra,5*,shadow,wand,3881,[Candy_Couriers+The_Plaguebringer][Fatalis][HDT2],<0 resist & no shapeshift & hp30 every 90s & reflect 500 damage on every s2 & hp=80%>,no counter damage; s2 drops combo; 100% poison uptime,attack:3083,force_strike:0,skill_1:4390,skill_2:2039,skill_3:2044,team_buff:0,s1_poison:977,s2_reflect:271,s2_crisis:81
5954,_c_Cassandra,5*,shadow,wand,3881,[Candy_Couriers+The_Plaguebringer][Fatalis][HDT2],!<0 resist & no shapeshift & hp30 every 90s & reflect 500 damage on every s2 & hp=80%>,no counter damage; s2 drops combo,attack:2936,force_strike:0,skill_1:1588,skill_2:475,skill_3:953,team_buff:0,s1_poison:0,s2_reflect:0,s2_crisis:0
-,60,k
14176,Cassandra,5*,shadow,wand,3881,[Candy_Couriers+The_Plaguebringer][Fatalis][HDT2],<0 resist & no shapeshift & hp30 every 90s & reflect 500 damage on every s2 & hp=80%>,no counter damage; s2 drops combo; 100% poison uptime,attack:3391,force_strike:0,skill_1:4829,skill_2:2243,skill_3:2248,team_buff:0,s1_poison:1074,s2_reflect:298,s2_crisis:89
6549,_c_Cassandra,5*,shadow,wand,3881,[Candy_Couriers+The_Plaguebringer][Fatalis][HDT2],!<0 resist & no shapeshift & hp30 every 90s & reflect 500 damage on every s2 & hp=80%>,no counter damage; s2 drops combo,attack:3229,force_strike:0,skill_1:1747,skill_2:523,skill_3:1048,team_buff:0,s1_poison:0,s2_reflect:0,s2_crisis:0
-,60,r
12887,Cassandra,5*,shadow,wand,3881,[Candy_Couriers+The_Plaguebringer][Fatalis][HDT2],<0 resist & no shapeshift & hp30 every 90s & reflect 500 damage on every s2 & hp=80%>,no counter damage; s2 drops combo; 100% poison uptime,attack:3083,force_strike:0,skill_1:4390,skill_2:2039,skill_3:2044,team_buff:0,s1_poison:977,s2_reflect:271,s2_crisis:81
5954,_c_Cassandra,5*,shadow,wand,3881,[Candy_Couriers+The_Plaguebringer][Fatalis][HDT2],!<0 resist & no shapeshift & hp30 every 90s & reflect 500 damage on every s2 & hp=80%>,no counter damage; s2 drops combo,attack:2936,force_strike:0,skill_1:1588,skill_2:475,skill_3:953,team_buff:0,s1_poison:0,s2_reflect:0,s2_crisis:0
-,60,kr
14176,Cassandra,5*,shadow,wand,3881,[Candy_Couriers+The_Plaguebringer][Fatalis][HDT2],<0 resist & no shapeshift & hp30 every 90s & reflect 500 damage on every s2 & hp=80%>,no counter damage; s2 drops combo; 100% poison uptime,attack:3391,force_strike:0,skill_1:4829,skill_2:2243,skill_3:2248,team_buff:0,s1_poison:1074,s2_reflect:298,s2_crisis:89
