-,60,_
6722,Orsem,4*,water,dagger,3714,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren][HDT2],<hit15 & hp70>,,attack:1546,force_strike:309,skill_1:2423,skill_2:1243,skill_3:1198,team_buff:0
4906,_c_Orsem,4*,water,dagger,3714,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren][HDT2],!<hit15 & hp70>,,attack:1151,force_strike:231,skill_1:1755,skill_2:900,skill_3:868,team_buff:0
-,60,k
7395,Orsem,4*,water,dagger,3714,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren][HDT2],<hit15 & hp70>,,attack:1701,force_strike:340,skill_1:2666,skill_2:1367,skill_3:1318,team_buff:0
5397,_c_Orsem,4*,water,dagger,3714,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren][HDT2],!<hit15 & hp70>,,attack:1266,force_strike:254,skill_1:1930,skill_2:990,skill_3:955,team_buff:0
-,60,r
7452,Orsem,4*,water,dagger,3714,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren][HDT2],<hit15 & hp70>,,attack:1546,force_strike:309,skill_1:2787,skill_2:1429,skill_3:1378,team_buff:0
5435,_c_Orsem,4*,water,dagger,3714,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren][HDT2],!<hit15 & hp70>,,attack:1151,force_strike:231,skill_1:2018,skill_2:1035,skill_3:998,team_buff:0
-,60,kr
8198,Orsem,4*,water,dagger,3714,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren][HDT2],<hit15 & hp70>,,attack:1701,force_strike:340,skill_1:3066,skill_2:1572,skill_3:1516,team_buff:0
5979,_c_Orsem,4*,water,dagger,3714,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren][HDT2],!<hit15 & hp70>,,attack:1266,force_strike:254,skill_1:2220,skill_2:1138,skill_3:1098,team_buff:0
-,60,d
6722,Orsem,4*,water,dagger,3714,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren][HDT2],<hit15 & hp70>,,attack:1546,force_strike:309,skill_1:2423,skill_2:1243,skill_3:1198,team_buff:0
4906,_c_Orsem,4*,water,dagger,3714,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren][HDT2],!<hit15 & hp70>,,attack:1151,force_strike:231,skill_1:1755,skill_2:900,skill_3:868,team_buff:0
-,60,kd
7395,Orsem,4*,water,dagger,3714,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren][HDT2],<hit15 & hp70>,,attack:1701,force_strike:340,skill_1:2666,skill_2:1367,skill_3:1318,team_buff:0
5397,_c_Orsem,4*,water,dagger,3714,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren][HDT2],!<hit15 & hp70>,,attack:1266,force_strike:254,skill_1:1930,skill_2:990,skill_3:955,team_buff:0
-,60,b
6722,Orsem,4*,water,dagger,3714,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren][HDT2],<hit15 & hp70>,,attack:1546,force_strike:309,skill_1:2423,skill_2:1243,skill_3:1198,team_buff:0
4906,_c_Orsem,4*,water,dagger,3714,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren][HDT2],!<hit15 & hp70>,,attack:1151,force_strike:231,skill_1:1755,skill_2:900,skill_3:868,team_buff:0
-,60,kb
7395,Orsem,4*,water,dagger,3714,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren][HDT2],<hit15 & hp70>,,attack:1701,force_strike:340,skill_1:2666,skill_2:1367,skill_3:1318,team_buff:0
5397,_c_Orsem,4*,water,dagger,3714,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren][HDT2],!<hit15 & hp70>,,attack:1266,force_strike:254,skill_1:1930,skill_2:990,skill_3:955,team_buff:0
-,60,rd
7452,Orsem,4*,water,dagger,3714,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren][HDT2],<hit15 & hp70>,,attack:1546,force_strike:309,skill_1:2787,skill_2:1429,skill_3:1378,team_buff:0
5435,_c_Orsem,4*,water,dagger,3714,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren][HDT2],!<hit15 & hp70>,,attack:1151,force_strike:231,skill_1:2018,skill_2:1035,skill_3:998,team_buff:0
-,60,krd
8198,Orsem,4*,water,dagger,3714,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren][HDT2],<hit15 & hp70>,,attack:1701,force_strike:340,skill_1:3066,skill_2:1572,skill_3:1516,team_buff:0
5979,_c_Orsem,4*,water,dagger,3714,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren][HDT2],!<hit15 & hp70>,,attack:1266,force_strike:254,skill_1:2220,skill_2:1138,skill_3:1098,team_buff:0
-,60,rb
7452,Orsem,4*,water,dagger,3714,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren][HDT2],<hit15 & hp70>,,attack:1546,force_strike:309,skill_1:2787,skill_2:1429,skill_3:1378,team_buff:0
5435,_c_Orsem,4*,water,dagger,3714,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren][HDT2],!<hit15 & hp70>,,attack:1151,force_strike:231,skill_1:2018,skill_2:1035,skill_3:998,team_buff:0
-,60,krb
8198,Orsem,4*,water,dagger,3714,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren][HDT2],<hit15 & hp70>,,attack:1701,force_strike:340,skill_1:3066,skill_2:1572,skill_3:1516,team_buff:0
5979,_c_Orsem,4*,water,dagger,3714,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren][HDT2],!<hit15 & hp70>,,attack:1266,force_strike:254,skill_1:2220,skill_2:1138,skill_3:1098,team_buff:0
-,60,db
6722,Orsem,4*,water,dagger,3714,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren][HDT2],<hit15 & hp70>,,attack:1546,force_strike:309,skill_1:2423,skill_2:1243,skill_3:1198,team_buff:0
4906,_c_Orsem,4*,water,dagger,3714,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren][HDT2],!<hit15 & hp70>,,attack:1151,force_strike:231,skill_1:1755,skill_2:900,skill_3:868,team_buff:0
-,60,kdb
7395,Orsem,4*,water,dagger,3714,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren][HDT2],<hit15 & hp70>,,attack:1701,force_strike:340,skill_1:2666,skill_2:1367,skill_3:1318,team_buff:0
5397,_c_Orsem,4*,water,dagger,3714,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren][HDT2],!<hit15 & hp70>,,attack:1266,force_strike:254,skill_1:1930,skill_2:990,skill_3:955,team_buff:0
-,60,rdb
7452,Orsem,4*,water,dagger,3714,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren][HDT2],<hit15 & hp70>,,attack:1546,force_strike:309,skill_1:2787,skill_2:1429,skill_3:1378,team_buff:0
5435,_c_Orsem,4*,water,dagger,3714,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren][HDT2],!<hit15 & hp70>,,attack:1151,force_strike:231,skill_1:2018,skill_2:1035,skill_3:998,team_buff:0
-,60,krdb
8198,Orsem,4*,water,dagger,3714,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren][HDT2],<hit15 & hp70>,,attack:1701,force_strike:340,skill_1:3066,skill_2:1572,skill_3:1516,team_buff:0
5979,_c_Orsem,4*,water,dagger,3714,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren][HDT2],!<hit15 & hp70>,,attack:1266,force_strike:254,skill_1:2220,skill_2:1138,skill_3:1098,team_buff:0
-,120,_
6785,Orsem,4*,water,dagger,3714,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren][HDT2],<hit15 & hp70>,,attack:1560,force_strike:315,skill_1:2670,skill_2:1037,skill_3:1200,team_buff:0
4932,_c_Orsem,4*,water,dagger,3714,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren][HDT2],!<hit15 & hp70>,,attack:1145,force_strike:231,skill_1:1934,skill_2:751,skill_3:869,team_buff:0
-,120,k
7463,Orsem,4*,water,dagger,3714,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren][HDT2],<hit15 & hp70>,,attack:1716,force_strike:346,skill_1:2937,skill_2:1141,skill_3:1321,team_buff:0
5426,_c_Orsem,4*,water,dagger,3714,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren][HDT2],!<hit15 & hp70>,,attack:1260,force_strike:254,skill_1:2127,skill_2:826,skill_3:956,team_buff:0
-,120,r
7521,Orsem,4*,water,dagger,3714,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren][HDT2],<hit15 & hp70>,,attack:1560,force_strike:315,skill_1:3071,skill_2:1193,skill_3:1381,team_buff:0
5466,_c_Orsem,4*,water,dagger,3714,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren][HDT2],!<hit15 & hp70>,,attack:1145,force_strike:231,skill_1:2224,skill_2:864,skill_3:1000,team_buff:0
-,120,kr
8273,Orsem,4*,water,dagger,3714,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren][HDT2],<hit15 & hp70>,,attack:1716,force_strike:346,skill_1:3378,skill_2:1312,skill_3:1519,team_buff:0
6012,_c_Orsem,4*,water,dagger,3714,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren][HDT2],!<hit15 & hp70>,,attack:1260,force_strike:254,skill_1:2446,skill_2:950,skill_3:1100,team_buff:0
-,120,d
6785,Orsem,4*,water,dagger,3714,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren][HDT2],<hit15 & hp70>,,attack:1560,force_strike:315,skill_1:2670,skill_2:1037,skill_3:1200,team_buff:0
4932,_c_Orsem,4*,water,dagger,3714,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren][HDT2],!<hit15 & hp70>,,attack:1145,force_strike:231,skill_1:1934,skill_2:751,skill_3:869,team_buff:0
-,120,kd
7463,Orsem,4*,water,dagger,3714,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren][HDT2],<hit15 & hp70>,,attack:1716,force_strike:346,skill_1:2937,skill_2:1141,skill_3:1321,team_buff:0
5426,_c_Orsem,4*,water,dagger,3714,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren][HDT2],!<hit15 & hp70>,,attack:1260,force_strike:254,skill_1:2127,skill_2:826,skill_3:956,team_buff:0
-,120,b
6785,Orsem,4*,water,dagger,3714,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren][HDT2],<hit15 & hp70>,,attack:1560,force_strike:315,skill_1:2670,skill_2:1037,skill_3:1200,team_buff:0
4932,_c_Orsem,4*,water,dagger,3714,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren][HDT2],!<hit15 & hp70>,,attack:1145,force_strike:231,skill_1:1934,skill_2:751,skill_3:869,team_buff:0
-,120,kb
7463,Orsem,4*,water,dagger,3714,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren][HDT2],<hit15 & hp70>,,attack:1716,force_strike:346,skill_1:2937,skill_2:1141,skill_3:1321,team_buff:0
5426,_c_Orsem,4*,water,dagger,3714,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren][HDT2],!<hit15 & hp70>,,attack:1260,force_strike:254,skill_1:2127,skill_2:826,skill_3:956,team_buff:0
-,120,rd
7521,Orsem,4*,water,dagger,3714,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren][HDT2],<hit15 & hp70>,,attack:1560,force_strike:315,skill_1:3071,skill_2:1193,skill_3:1381,team_buff:0
5466,_c_Orsem,4*,water,dagger,3714,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren][HDT2],!<hit15 & hp70>,,attack:1145,force_strike:231,skill_1:2224,skill_2:864,skill_3:1000,team_buff:0
-,120,krd
8273,Orsem,4*,water,dagger,3714,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren][HDT2],<hit15 & hp70>,,attack:1716,force_strike:346,skill_1:3378,skill_2:1312,skill_3:1519,team_buff:0
6012,_c_Orsem,4*,water,dagger,3714,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren][HDT2],!<hit15 & hp70>,,attack:1260,force_strike:254,skill_1:2446,skill_2:950,skill_3:1100,team_buff:0
-,120,rb
7521,Orsem,4*,water,dagger,3714,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren][HDT2],<hit15 & hp70>,,attack:1560,force_strike:315,skill_1:3071,skill_2:1193,skill_3:1381,team_buff:0
5466,_c_Orsem,4*,water,dagger,3714,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren][HDT2],!<hit15 & hp70>,,attack:1145,force_strike:231,skill_1:2224,skill_2:864,skill_3:1000,team_buff:0
-,120,krb
8273,Orsem,4*,water,dagger,3714,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren][HDT2],<hit15 & hp70>,,attack:1716,force_strike:346,skill_1:3378,skill_2:1312,skill_3:1519,team_buff:0
6012,_c_Orsem,4*,water,dagger,3714,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren][HDT2],!<hit15 & hp70>,,attack:1260,force_strike:254,skill_1:2446,skill_2:950,skill_3:1100,team_buff:0
-,120,db
