-,sp,_
14210,G_Luca,5*,light,blade,3769,[The_Wyrmclan_Duo+Primal_Crisis][Daikokuten],<hit15 & hp70>,7 buff icons from team (buff value not considered); use VC/FitF if HP<70,attack:4703,force_strike:0,skill_1:7589,skill_2:0,skill_3:1918,team_buff:0
9572,_c_G_Luca,5*,light,blade,3769,[The_Wyrmclan_Duo+Primal_Crisis][Daikokuten],!<hit15 & hp70>,7 buff icons from team (buff value not considered); use VC/FitF if HP<70,attack:2928,force_strike:0,skill_1:5491,skill_2:0,skill_3:1152,team_buff:0
-,sp,k
14210,G_Luca,5*,light,blade,3769,[The_Wyrmclan_Duo+Primal_Crisis][Daikokuten],<hit15 & hp70>,7 buff icons from team (buff value not considered); use VC/FitF if HP<70,attack:4703,force_strike:0,skill_1:7589,skill_2:0,skill_3:1918,team_buff:0
9572,_c_G_Luca,5*,light,blade,3769,[The_Wyrmclan_Duo+Primal_Crisis][Daikokuten],!<hit15 & hp70>,7 buff icons from team (buff value not considered); use VC/FitF if HP<70,attack:2928,force_strike:0,skill_1:5491,skill_2:0,skill_3:1152,team_buff:0
-,sp,r
15637,G_Luca,5*,light,blade,3769,[The_Wyrmclan_Duo+Primal_Crisis][Daikokuten],<hit15 & hp70>,7 buff icons from team (buff value not considered); use VC/FitF if HP<70,attack:4703,force_strike:0,skill_1:8728,skill_2:0,skill_3:2205,team_buff:0
10569,_c_G_Luca,5*,light,blade,3769,[The_Wyrmclan_Duo+Primal_Crisis][Daikokuten],!<hit15 & hp70>,7 buff icons from team (buff value not considered); use VC/FitF if HP<70,attack:2928,force_strike:0,skill_1:6315,skill_2:0,skill_3:1325,team_buff:0
-,sp,kr
15637,G_Luca,5*,light,blade,3769,[The_Wyrmclan_Duo+Primal_Crisis][Daikokuten],<hit15 & hp70>,7 buff icons from team (buff value not considered); use VC/FitF if HP<70,attack:4703,force_strike:0,skill_1:8728,skill_2:0,skill_3:2205,team_buff:0
