-,60,_
7389,Linyou,5*,wind,axe,3782,[Kung_Fu_Masters+Crystalian_Envoy][Vayu][HDT2],<hp70>,2in1 ,attack:2365,force_strike:0,skill_1:3495,skill_2:0,skill_3:654,team_buff:0,s1_powerup:873
6277,_c_Linyou,5*,wind,axe,3782,[Kung_Fu_Masters+Crystalian_Envoy][Vayu][HDT2],!<hp70>,2in1 ,attack:2009,force_strike:0,skill_1:2969,skill_2:0,skill_3:556,team_buff:0,s1_powerup:742
-,60,k
8128,Linyou,5*,wind,axe,3782,[Kung_Fu_Masters+Crystalian_Envoy][Vayu][HDT2],<hp70>,2in1 ,attack:2602,force_strike:0,skill_1:3845,skill_2:0,skill_3:720,team_buff:0,s1_powerup:961
6904,_c_Linyou,5*,wind,axe,3782,[Kung_Fu_Masters+Crystalian_Envoy][Vayu][HDT2],!<hp70>,2in1 ,attack:2210,force_strike:0,skill_1:3266,skill_2:0,skill_3:611,team_buff:0,s1_powerup:816
-,60,r
8143,Linyou,5*,wind,axe,3782,[Kung_Fu_Masters+Crystalian_Envoy][Vayu][HDT2],<hp70>,2in1 ,attack:2365,force_strike:0,skill_1:4019,skill_2:0,skill_3:752,team_buff:0,s1_powerup:1004
6917,_c_Linyou,5*,wind,axe,3782,[Kung_Fu_Masters+Crystalian_Envoy][Vayu][HDT2],!<hp70>,2in1 ,attack:2009,force_strike:0,skill_1:3414,skill_2:0,skill_3:639,team_buff:0,s1_powerup:853
-,60,kr
8957,Linyou,5*,wind,axe,3782,[Kung_Fu_Masters+Crystalian_Envoy][Vayu][HDT2],<hp70>,2in1 ,attack:2602,force_strike:0,skill_1:4421,skill_2:0,skill_3:828,team_buff:0,s1_powerup:1105
7609,_c_Linyou,5*,wind,axe,3782,[Kung_Fu_Masters+Crystalian_Envoy][Vayu][HDT2],!<hp70>,2in1 ,attack:2210,force_strike:0,skill_1:3756,skill_2:0,skill_3:703,team_buff:0,s1_powerup:939
-,60,d
7822,Linyou,5*,wind,axe,3782,[Kung_Fu_Masters+Crystalian_Envoy][Vayu][HDT2],<hp70>,2in1 ,attack:2504,force_strike:0,skill_1:3700,skill_2:0,skill_3:692,team_buff:0,s1_powerup:925
6667,_c_Linyou,5*,wind,axe,3782,[Kung_Fu_Masters+Crystalian_Envoy][Vayu][HDT2],!<hp70>,2in1 ,attack:2134,force_strike:0,skill_1:3153,skill_2:0,skill_3:590,team_buff:0,s1_powerup:788
-,60,kd
8604,Linyou,5*,wind,axe,3782,[Kung_Fu_Masters+Crystalian_Envoy][Vayu][HDT2],<hp70>,2in1 ,attack:2754,force_strike:0,skill_1:4070,skill_2:0,skill_3:762,team_buff:0,s1_powerup:1017
7334,_c_Linyou,5*,wind,axe,3782,[Kung_Fu_Masters+Crystalian_Envoy][Vayu][HDT2],!<hp70>,2in1 ,attack:2347,force_strike:0,skill_1:3469,skill_2:0,skill_3:649,team_buff:0,s1_powerup:867
-,60,b
8606,Linyou,5*,wind,axe,3789,[Kung_Fu_Masters+Jewels_of_the_Sun][Vayu][HDT2],<hp70>,2in1 ,attack:2242,force_strike:0,skill_1:3960,skill_2:0,skill_3:1271,team_buff:0,s1_powerup:1131
7479,_c_Linyou,5*,wind,axe,3789,[Kung_Fu_Masters+Jewels_of_the_Sun][Vayu][HDT2],!<hp70>,2in1 ,attack:1948,force_strike:0,skill_1:3442,skill_2:0,skill_3:1105,team_buff:0,s1_powerup:983
-,60,kb
9467,Linyou,5*,wind,axe,3789,[Kung_Fu_Masters+Jewels_of_the_Sun][Vayu][HDT2],<hp70>,2in1 ,attack:2466,force_strike:0,skill_1:4356,skill_2:0,skill_3:1398,team_buff:0,s1_powerup:1244
8227,_c_Linyou,5*,wind,axe,3789,[Kung_Fu_Masters+Jewels_of_the_Sun][Vayu][HDT2],!<hp70>,2in1 ,attack:2143,force_strike:0,skill_1:3786,skill_2:0,skill_3:1215,team_buff:0,s1_powerup:1081
-,60,rd
8620,Linyou,5*,wind,axe,3782,[Kung_Fu_Masters+Crystalian_Envoy][Vayu][HDT2],<hp70>,2in1 ,attack:2504,force_strike:0,skill_1:4255,skill_2:0,skill_3:796,team_buff:0,s1_powerup:1063
7347,_c_Linyou,5*,wind,axe,3782,[Kung_Fu_Masters+Crystalian_Envoy][Vayu][HDT2],!<hp70>,2in1 ,attack:2134,force_strike:0,skill_1:3627,skill_2:0,skill_3:679,team_buff:0,s1_powerup:906
-,60,krd
9482,Linyou,5*,wind,axe,3782,[Kung_Fu_Masters+Crystalian_Envoy][Vayu][HDT2],<hp70>,2in1 ,attack:2754,force_strike:0,skill_1:4680,skill_2:0,skill_3:876,team_buff:0,s1_powerup:1170
8082,_c_Linyou,5*,wind,axe,3782,[Kung_Fu_Masters+Crystalian_Envoy][Vayu][HDT2],!<hp70>,2in1 ,attack:2347,force_strike:0,skill_1:3989,skill_2:0,skill_3:747,team_buff:0,s1_powerup:997
-,60,rb
9561,Linyou,5*,wind,axe,3789,[Kung_Fu_Masters+Jewels_of_the_Sun][Vayu][HDT2],<hp70>,2in1 ,attack:2242,force_strike:0,skill_1:4555,skill_2:0,skill_3:1462,team_buff:0,s1_powerup:1301
8309,_c_Linyou,5*,wind,axe,3789,[Kung_Fu_Masters+Jewels_of_the_Sun][Vayu][HDT2],!<hp70>,2in1 ,attack:1948,force_strike:0,skill_1:3958,skill_2:0,skill_3:1270,team_buff:0,s1_powerup:1131
-,60,krb
10517,Linyou,5*,wind,axe,3789,[Kung_Fu_Masters+Jewels_of_the_Sun][Vayu][HDT2],<hp70>,2in1 ,attack:2466,force_strike:0,skill_1:5010,skill_2:0,skill_3:1608,team_buff:0,s1_powerup:1431
9140,_c_Linyou,5*,wind,axe,3789,[Kung_Fu_Masters+Jewels_of_the_Sun][Vayu][HDT2],!<hp70>,2in1 ,attack:2143,force_strike:0,skill_1:4354,skill_2:0,skill_3:1397,team_buff:0,s1_powerup:1244
-,60,db
9110,Linyou,5*,wind,axe,3789,[Kung_Fu_Masters+Jewels_of_the_Sun][Vayu][HDT2],<hp70>,2in1 ,attack:2373,force_strike:0,skill_1:4192,skill_2:0,skill_3:1346,team_buff:0,s1_powerup:1197
7944,_c_Linyou,5*,wind,axe,3789,[Kung_Fu_Masters+Jewels_of_the_Sun][Vayu][HDT2],!<hp70>,2in1 ,attack:2069,force_strike:0,skill_1:3656,skill_2:0,skill_3:1173,team_buff:0,s1_powerup:1044
-,60,kdb
10021,Linyou,5*,wind,axe,3789,[Kung_Fu_Masters+Jewels_of_the_Sun][Vayu][HDT2],<hp70>,2in1 ,attack:2611,force_strike:0,skill_1:4611,skill_2:0,skill_3:1480,team_buff:0,s1_powerup:1317
8739,_c_Linyou,5*,wind,axe,3789,[Kung_Fu_Masters+Jewels_of_the_Sun][Vayu][HDT2],!<hp70>,2in1 ,attack:2276,force_strike:0,skill_1:4021,skill_2:0,skill_3:1291,team_buff:0,s1_powerup:1149
-,60,rdb
10120,Linyou,5*,wind,axe,3789,[Kung_Fu_Masters+Jewels_of_the_Sun][Vayu][HDT2],<hp70>,2in1 ,attack:2373,force_strike:0,skill_1:4821,skill_2:0,skill_3:1547,team_buff:0,s1_powerup:1377
8825,_c_Linyou,5*,wind,axe,3789,[Kung_Fu_Masters+Jewels_of_the_Sun][Vayu][HDT2],!<hp70>,2in1 ,attack:2069,force_strike:0,skill_1:4204,skill_2:0,skill_3:1349,team_buff:0,s1_powerup:1201
-,60,krdb
