dps,name,star,element,weapon,str,amulets,condition,comment,
6955,Aeleen,4*,wind,lance,3707,[Resounding_Rendition+Beautiful_Nothingness][Vayu][HDT2],<hp70>,,attack:1344,force_strike:280,skill_1:3968,skill_2:0,skill_3:1361,team_buff:0
6114,_c_Aeleen,4*,wind,lance,3707,[Resounding_Rendition+Beautiful_Nothingness][Vayu][HDT2],!<hp70>,,attack:1181,force_strike:246,skill_1:3488,skill_2:0,skill_3:1196,team_buff:0
12030,Alain,3*,flame,lance,3976,[Resounding_Rendition+Elegant_Escort][Sakuya][Agito],<hp70 & 0 resist>,82% burn uptime,attack:2107,force_strike:397,skill_1:5375,skill_2:2801,skill_3:0,team_buff:0,s1_burn:1348
8330,_c_Alain,3*,flame,lance,3976,[Resounding_Rendition+Elegant_Escort][Sakuya][Agito],!<hp70 & 0 resist>,,attack:1622,force_strike:306,skill_1:4252,skill_2:2148,skill_3:0,team_buff:0,s1_burn:0
12812,Albert,5*,light,sword,3739,[The_Shining_Overlord+Sisters_Day_Out][Corsaint_Phoenix][HDT2],<big hitbox & 0 resist>,56% paralysis uptime,attack:1443,force_strike:1343,skill_1:3287,skill_2:0,skill_3:1299,team_buff:0,fs_alt:667,s1_s2boost:2613,s1_hit2:187,s1_hit3:187,s1_hit4:187,s1_hit5:187,s1_hit6:187,fs_paralysis:1218
9796,_c_Albert,5*,light,sword,3739,[The_Shining_Overlord+Sisters_Day_Out][Corsaint_Phoenix][HDT2],!<big hitbox & 0 resist>,,attack:1245,force_strike:1238,skill_1:2910,skill_2:0,skill_3:1161,team_buff:0,fs_alt:571,s1_s2boost:2195,s1_hit2:157,s1_hit3:157,s1_hit4:157,fs_paralysis:0
9982,Alex,4*,shadow,dagger,3580,[Twinfold_Bonds+The_Plaguebringer][Fatalis][HDT2],<no shapeshift & hp100 & hit15 & 0 resist>,not consider bk boost of her s2; 84% poison uptime,attack:2468,force_strike:269,skill_1:3280,skill_2:1450,skill_3:1338,team_buff:443,s1_poison:731
4718,_c_Alex,4*,shadow,dagger,3580,[Twinfold_Bonds+The_Plaguebringer][Fatalis][HDT2],!<no shapeshift & hp100 & hit15 & 0 resist>,not consider bk boost of her s2,attack:2401,force_strike:124,skill_1:1102,skill_2:436,skill_3:412,team_buff:239,s1_poison:0
8993,Alfonse,5*,light,sword,3706,[The_Shining_Overlord+Jewels_of_the_Sun][Cupid][HDT2],<last offense & hp70>,,attack:2085,force_strike:873,skill_1:2868,skill_2:1739,skill_3:1426,team_buff:0
8160,_c_Alfonse,5*,light,sword,3706,[The_Shining_Overlord+Jewels_of_the_Sun][Cupid][HDT2],!<last offense & hp70>,,attack:1889,force_strike:791,skill_1:2603,skill_2:1586,skill_3:1289,team_buff:0
10766,Althemia,3*,shadow,wand,3646,[Candy_Couriers+Primal_Crisis][Fatalis][HDT2],<no shapeshift & hp100 & hit15>,,attack:2903,force_strike:0,skill_1:4132,skill_2:2001,skill_3:1729,team_buff:0
5510,_c_Althemia,3*,shadow,wand,3646,[Candy_Couriers+Primal_Crisis][Fatalis][HDT2],!<no shapeshift & hp100 & hit15>,,attack:2892,force_strike:0,skill_1:1542,skill_2:594,skill_3:479,team_buff:0
9179,Amane,4*,light,wand,3784,[Candy_Couriers+Primal_Crisis][Daikokuten][HDT2],<hit15>,,attack:3218,force_strike:0,skill_1:4403,skill_2:0,skill_3:1557,team_buff:0
6769,_c_Amane,4*,light,wand,3784,[Candy_Couriers+Primal_Crisis][Daikokuten][HDT2],!<hit15>,,attack:2368,force_strike:0,skill_1:3266,skill_2:0,skill_3:1133,team_buff:0
7801,Annelie,5*,light,lance,3811,[Resounding_Rendition+Jewels_of_the_Sun][Cupid][HDT2],<energy & hp70>,1121,attack:2025,force_strike:0,skill_1:3365,skill_2:725,skill_3:1302,team_buff:0,team_energy:92,s1_p1_energized:87,s1_p2_energized:88,s1_p3_energized:115
5326,_c_Annelie,5*,light,lance,3811,[Resounding_Rendition+Jewels_of_the_Sun][Cupid][HDT2],!<energy & hp70>,1121,attack:1705,force_strike:0,skill_1:2259,skill_2:511,skill_3:850,team_buff:0
13966,Aoi,3*,flame,blade,4185,[Resounding_Rendition+Elegant_Escort][Sakuya][Agito],<hp70 & 0 resist>,80% burn uptime,attack:3404,force_strike:0,skill_1:6154,skill_2:2893,skill_3:0,team_buff:0,s1_burn:1025,s2_burn:487
9669,_c_Aoi,3*,flame,blade,4185,[Resounding_Rendition+Elegant_Escort][Sakuya][Agito],!<hp70 & 0 resist>,,attack:2636,force_strike:0,skill_1:4832,skill_2:2200,skill_3:0,team_buff:0,s1_burn:0,s2_burn:0
7968,Audric,4*,shadow,sword,3670,[The_Shining_Overlord+Beautiful_Nothingness][Fatalis][HDT2],<no shapeshift & hp70>,,attack:1974,force_strike:611,skill_1:2907,skill_2:1403,skill_3:1070,team_buff:0
5983,_c_Audric,4*,shadow,sword,3670,[The_Shining_Overlord+Beautiful_Nothingness][Fatalis][HDT2],!<no shapeshift & hp70>,,attack:2510,force_strike:1008,skill_1:1386,skill_2:669,skill_3:408,team_buff:0
8480,B_Zardin,5*,light,blade,3757,[Resounding_Rendition+Beautiful_Nothingness][Cupid][HDT2],<energy & hp70>,no s2,attack:2798,force_strike:0,skill_1:3743,skill_2:0,skill_3:1410,team_buff:325,s3_energized:106,s1_energized:95
6474,_c_B_Zardin,5*,light,blade,3757,[Resounding_Rendition+Beautiful_Nothingness][Cupid][HDT2],!<energy & hp70>,no s2,attack:2508,force_strike:0,skill_1:2643,skill_2:0,skill_3:996,team_buff:325
7615,Berserker,4*,shadow,sword,3623,[The_Shining_Overlord+Jewels_of_the_Sun][Fatalis][HDT2],<no shapeshift & last offense & hp70>,,attack:1526,force_strike:1132,skill_1:3451,skill_2:0,skill_3:1505,team_buff:0
5550,_c_Berserker,4*,shadow,sword,3623,[The_Shining_Overlord+Jewels_of_the_Sun][Fatalis][HDT2],!<no shapeshift & last offense & hp70>,,attack:1938,force_strike:1438,skill_1:1587,skill_2:0,skill_3:586,team_buff:0
